"V1","V2","V3","V4","V5","V6","V7","V8","df","logLik","AICc","delta","weight"
"(Intercept)",NA,NA,NA,NA,"mlm_any_multimpute",NA,NA,4,1510.62276531978,-3013.21347935751,6.41223703945889,0.0389361201851967
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"Health_ChangeFlow",NA,NA,NA,4,1512.31353331663,-3016.59501535121,3.03070104576273,0.180147199202103
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"income_iv_occclass_iv",NA,NA,4,1510.33876418582,-3012.6454770896,6.98023930737554,0.0295946676725986
"(Intercept)",NA,NA,NA,NA,NA,NA,"year_dummies_only_logit",4,1514.99718483425,-3021.96231838646,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,2.33660198948201,0.237162224748848
"(Intercept)",NA,NA,NA,NA,"Stock_hybrid_mlm",NA,NA,4,1516.50366276882,-3024.9752742556,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,5.34955785862485,0.0644780996866904
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"dichotomize_mcp_ivC",NA,NA,NA,NA,NA,4,1510.0770048261,-3012.12195837014,7.50375802683311,0.0229352249549926
"(Intercept)",NA,"ChangeFlow_sex_iv",NA,NA,NA,NA,NA,4,1523.47767634413,-3038.92330140622,0,1
"(Intercept)",NA,"ChangeFlow_sex_iv",NA,NA,NA,"ols_mmodel",NA,5,1521.67779019114,-3033.30746490514,5.61583650107741,0.0568977853871619
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"fbunempchange_ivC_age2_iv",NA,NA,NA,NA,NA,4,1510.48501820463,-3012.9379851272,6.68773126977021,0.0340966171834461
"(Intercept)","ChangeFlow_listwise",NA,NA,NA,NA,NA,NA,4,1516.02923933913,-3024.0264273962,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,4.40071099922625,0.0997185696795599
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"main_IV_as_control_pop_ivC",NA,NA,NA,4,1510.34778056858,-3012.66350985511,6.96220654186754,0.0298547087405672
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"occclass_iv_education_iv",NA,NA,4,1510.33876418582,-3012.6454770896,6.98023930737554,0.0295946676725986
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","country_dummies_only_emigration_ivC",NA,NA,NA,NA,NA,NA,4,1510.36040960542,-3012.68876792878,6.93694846819153,0.0302226685146645
"(Intercept)",NA,NA,NA,"Jobs_socult_ivC","mlm_fe_unbalpanel",NA,NA,5,1517.05186456215,-3024.05561364715,0,1
"(Intercept)",NA,NA,NA,NA,"mlm_fe_unbalpanel",NA,NA,4,1514.89705335807,-3021.7620554341,2.29355821304898,0.241077884042685
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"level_year_orig13",NA,NA,NA,NA,4,1510.62276531978,-3013.21347935751,6.41223703945889,0.0389361201851967
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"Scale_lpm",NA,NA,NA,NA,4,1511.10029106688,-3014.16853085171,5.45718554526684,0.0613070967183905
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"hybrid_mlm_age_iv",NA,NA,NA,NA,4,1511.53791301552,-3015.04377474898,4.58194164799306,0.0918735192907015
"(Intercept)",NA,"House_level_cyear",NA,NA,NA,NA,NA,4,1514.98899698295,-3021.94594268385,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,2.32022628688128,0.238646727012091
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"lpm_ols",NA,NA,NA,4,1510.49742758118,-3012.96280388032,6.66291251665643,0.0345076793710313
"(Intercept)",NA,NA,NA,NA,NA,NA,"socult_ivC_anynonlin",4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)",NA,NA,NA,NA,"pseudo_pnl_employed_iv",NA,"socult_ivC_anynonlin",5,1521.52812093597,-3033.0081263948,6.62155962770748,0.0352032240397187
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"Scale_lpm",4,1511.10029106688,-3014.16853085171,5.45718554526684,0.0613070967183905
"(Intercept)",NA,NA,NA,NA,NA,"socult_ivC_anynonlin",NA,4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)",NA,NA,"income_iv_leftright_iv",NA,NA,"socult_ivC_anynonlin",NA,5,1521.72415715193,-3033.40019882672,6.22948719579381,0.042503176147773
"(Intercept)",NA,"House_socult_ivC",NA,NA,NA,NA,NA,4,1514.7578845476,-3021.48371781316,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,1.85800141618211,0.283127493141319
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"ml_glm_sex_iv",NA,NA,4,1510.42101401097,-3012.80997673989,6.81573965708549,0.03205041636394
"(Intercept)",NA,"House_level_cyear",NA,NA,NA,NA,NA,4,1514.98899698295,-3021.94594268385,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,2.32022628688128,0.238646727012091
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"Unemp_L2boots",NA,4,1512.50763067822,-3016.98321007439,2.64250632258563,0.210609875651324
"(Intercept)",NA,NA,NA,"ologit_leftright_iv",NA,NA,NA,4,1514.49594360947,-3020.95983593689,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,1.33411953991845,0.339155519795398
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"regime_ivC_income_iv",NA,NA,4,1510.20995016953,-3012.38784905701,7.23786733996576,0.0261111775638146
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"pop_ivC_employed_iv",NA,NA,4,1510.34778056858,-3012.66350985511,6.96220654186754,0.0298547087405672
"(Intercept)",NA,"ChangeFlow_hybrid_mlm",NA,NA,NA,NA,NA,4,1545.21970910968,-3082.40736693732,0,1
"(Intercept)","categorical_employed_iv","ChangeFlow_hybrid_mlm",NA,NA,NA,NA,NA,5,1542.69017336071,-3075.33223124428,7.07513569303228,0.0282620062650356
"(Intercept)","IncDiff_mlm_fe",NA,NA,NA,NA,NA,NA,4,1515.4761866617,-3022.92032204134,0,1
"(Intercept)","IncDiff_mlm_fe",NA,NA,NA,"ols_fract_ivC",NA,NA,5,1516.45887936961,-3022.86964326206,0.0506787792792238,0.493665491527367
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","IncDiff_level_country",NA,NA,NA,NA,NA,NA,4,1512.06657416993,-3016.10109705781,3.52461933916084,0.146501305923709
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"Hsup",NA,NA,NA,NA,4,1510.28381162939,-3012.53557197673,7.09014442023863,0.0280566399165776
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"Scale_reldenom_iv",NA,4,1510.33876418582,-3012.6454770896,6.98023930737554,0.0295946676725986
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"IncDiff_L2boots",NA,NA,4,1512.70410968828,-3017.37616809452,2.24954830245588,0.245126801705092
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"IncDiff_employed_iv",NA,4,1511.270651548,-3014.50925181395,5.11646458301811,0.0718753756635117
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"ChangeFlow_mmodel",NA,NA,NA,NA,NA,4,1513.29249287638,-3018.55293447071,1.07278192625972,0.369027534888811
"(Intercept)",NA,NA,NA,NA,NA,"pos_test_pct_p10",NA,4,1518.1147963542,-3028.19754142635,0,1
"(Intercept)",NA,"L2boots_socx_ivC",NA,NA,NA,"pos_test_pct_p10",NA,5,1515.70696397724,-3021.36581247734,6.83172894900144,0.0318033226820678
"(Intercept)","ChangeFlow_mlm_any",NA,NA,NA,NA,NA,NA,4,1515.57936636488,-3023.1266814477,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,3.5009650507277,0.147986347816553
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"Health_dichotomize",NA,NA,NA,NA,4,1510.66008684156,-3013.28812240106,6.33759399591372,0.0403569798860861
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"mmodel_w1985",NA,NA,NA,4,1510.12749240751,-3012.22293353297,7.40278286400689,0.02409428196235
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"Scale_fract_ivC",NA,4,1513.66015306838,-3019.28825485471,0.3374615422631,0.457917101806497
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"score_mator",NA,4,1510.78395853464,-3013.53586578723,6.08985060973919,0.0454370688822457
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","house_w",NA,NA,NA,NA,NA,NA,4,1510.98845341976,-3013.94485555748,5.68086083949493,0.055178094210323
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"hybrid_mlm_married_iv",NA,NA,NA,NA,NA,4,1510.33876418582,-3012.6454770896,6.98023930737554,0.0295946676725986
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"main_IV_as_control_multimpute",NA,NA,NA,4,1511.31430512278,-3014.59655896352,5.02915743345784,0.0748424564553222
"(Intercept)",NA,NA,"House_socult_ivC",NA,NA,NA,NA,4,1514.7578845476,-3021.48371781316,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,1.85800141618211,0.283127493141319
"(Intercept)",NA,NA,"ChangeFlow_hybrid_mlm",NA,NA,NA,NA,4,1545.21970910968,-3082.40736693732,0,1
"(Intercept)",NA,"antiimm_ivC_age2_iv","ChangeFlow_hybrid_mlm",NA,NA,NA,NA,5,1542.68521591845,-3075.32231635974,7.0850505775702,0.0281261766441747
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"year_dummies_only_mmodel",4,1511.59712966935,-3015.16220805664,4.46350834033228,0.0969349748020466
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"Health_year_dummies_only",NA,NA,NA,NA,4,1511.27498405831,-3014.51791683457,5.1077995624064,0.0721649310495507
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"hybrid_mlm_w1996",NA,NA,NA,4,1512.48490132678,-3016.9377513715,2.68796502547229,0.206855898656595
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"Scale_ChangeFlow",NA,NA,4,1513.29249287638,-3018.55293447071,1.07278192625972,0.369027534888811
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"House_fract_ivC",NA,NA,NA,4,1510.77051207158,-3013.50897286111,6.11674353586614,0.0448574133442198
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"emigration_ivC",NA,NA,NA,NA,NA,4,1510.36040960542,-3012.68876792878,6.93694846819153,0.0302226685146645
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"mlm_fe_pseudo_pnl",NA,NA,4,1513.27398929892,-3018.51592731578,1.10978908119205,0.364729585474446
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"IncDiff_regime_ivC",NA,NA,NA,4,1510.50979039087,-3012.98752949968,6.63818689729305,0.0349219486153063
"(Intercept)",NA,NA,NA,NA,NA,"w1996_socult_ivC",NA,4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)",NA,NA,NA,"mlm_fe_income_iv",NA,"w1996_socult_ivC",NA,5,1523.63399616901,-3037.21987686087,2.40980916163608,0.230603868153516
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"mmodel_reldenom_iv",NA,4,1510.33876418582,-3012.6454770896,6.98023930737554,0.0295946676725986
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"countries_pseudo_pnl",NA,NA,NA,NA,NA,4,1510.87609402612,-3013.72013677018,5.9055796267894,0.0496048226977401
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"logit_orig13",NA,NA,NA,4,1510.99666051486,-3013.96126974766,5.66444664930987,0.0556075238802348
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"orig13_age2_iv",NA,4,1511.25227821147,-3014.47250514089,5.15321125608762,0.0706593030652746
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","fbunemprate_ivC_un_emp_rate_ivC",NA,NA,NA,NA,NA,NA,4,1510.3635937403,-3012.69513619855,6.9305801984251,0.0303161328763213
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"level_cyear_un_emp_rate_ivC",NA,NA,NA,NA,NA,4,1510.38054858641,-3012.72904589078,6.89667050619573,0.0308185444668556
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"level_country_anynonlin",NA,NA,4,1510.62028501071,-3013.20851873938,6.41719765759763,0.0388434128408175
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"mlm_fe_urban_iv",NA,NA,4,1510.25934539059,-3012.48663949913,7.13907689784537,0.0273971069910966
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)",NA,NA,NA,NA,NA,"socult_ivC_age_iv",NA,4,1523.83086865228,-3039.62968602251,0,0.5
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"ols_unbalpanel",NA,NA,NA,4,1509.96897398398,-3011.90589668591,7.71981971106243,0.0206351189057706
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"orig13_age_iv",NA,NA,4,1510.32577517972,-3012.61949907738,7.00621731959018,0.0292239092837898
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"Stock_decomm_ivC",NA,NA,NA,4,1511.77548750124,-3015.51892372043,4.10679267654768,0.113709649780664
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","countries_pseudo_pnl",NA,NA,"mlm_fe_age_iv",NA,NA,NA,5,1513.65550444448,-3017.26289341181,2.36282298515835,0.234798501031109
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"w1985_conservatism_ivC",4,1510.43448974008,-3012.8369281981,6.78878819886813,0.032471123024025
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"socx_ivC_pop_ivC",NA,4,1510.34778056858,-3012.66350985511,6.96220654186754,0.0298547087405672
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","emplrate_ivC_fbunemprate_ivC",NA,NA,NA,NA,NA,NA,4,1510.3635937403,-3012.69513619855,6.9305801984251,0.0303161328763213
"(Intercept)",NA,NA,NA,NA,NA,"mmodel_socult_ivC",NA,4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)",NA,NA,NA,NA,NA,"mmodel_socult_ivC","year_as_count_sex_iv",5,1520.83549003438,-3031.62286459162,8.00682143089216,0.017926066432172
"(Intercept)",NA,NA,NA,"mmodel_socult_ivC",NA,NA,NA,4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)","ChangeFlow_urban_iv",NA,NA,"mmodel_socult_ivC",NA,NA,NA,5,1521.75880435197,-3033.4694932268,6.16019279571356,0.0439357659861914
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"House_regime_ivC",NA,NA,NA,NA,NA,4,1510.50985991497,-3012.98766854789,6.6380478490787,0.034924291820766
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"level_cyear_emplrate_ivC",NA,NA,NA,4,1510.69641493843,-3013.36077859482,6.26493780215651,0.0417876368146547
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"Stock_socx_ivC",4,1510.42195576029,-3012.81186023854,6.81385615843692,0.0320796453082775
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"IncDiff_lpm",NA,NA,NA,NA,4,1509.94107291105,-3011.85009454004,7.77562185693432,0.0200787350649696
"(Intercept)","ChangeFlow_orig13",NA,NA,NA,NA,NA,NA,4,1527.70145452678,-3047.37085777151,0,1
"(Intercept)","ChangeFlow_orig13",NA,NA,"lpm_relattend_iv",NA,NA,NA,5,1525.28337029048,-3040.51862510381,6.85223266770663,0.0314891594472232
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"House_employed_iv",NA,NA,NA,NA,NA,4,1510.49043940128,-3012.94882752052,6.67688887645681,0.0342756107347712
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"weights_socx_ivC",4,1509.99255356163,-3011.95305584122,7.67266055575692,0.0211170712018805
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"unemprate_ivC_decomm_ivC",NA,4,1510.43448974008,-3012.8369281981,6.78878819886813,0.032471123024025
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"Health_level_cyear",NA,NA,NA,4,1511.93241578207,-3015.83278028209,3.7929361148831,0.130508743046628
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"Unemp_mlm_fe",4,1512.23318040474,-3016.43430952744,3.19140686953779,0.168582976054924
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"orig13",NA,4,1510.71475052889,-3013.39744977574,6.22826662123452,0.0425280197350246
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,"Stock_emplrate_ivC",NA,4,1510.8857980626,-3013.73954484315,5.88617155382417,0.0500643162620773
"(Intercept)",NA,NA,"House_socult_ivC",NA,NA,NA,NA,4,1514.7578845476,-3021.48371781316,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,1.85800141618211,0.283127493141319
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"education_iv_reldenom_iv",NA,NA,NA,NA,4,1510.33876418582,-3012.6454770896,6.98023930737554,0.0295946676725986
"(Intercept)",NA,NA,NA,NA,NA,NA,"w2006_socult_ivC",4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)","ChangeFlow_eeurope",NA,NA,NA,NA,NA,"w2006_socult_ivC",5,1522.28703097973,-3034.52594648232,5.10373954019178,0.0723009729224307
"(Intercept)",NA,NA,NA,"socult_ivC_anynonlin",NA,NA,NA,4,1523.83086865228,-3039.62968602251,0,1
"(Intercept)",NA,NA,"IncDiff_emplrate_ivC","socult_ivC_anynonlin",NA,NA,NA,5,1522.18960096811,-3034.33108645908,5.2985995634308,0.0660321801850695
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,"listwise_orig13",NA,NA,4,1511.77525426964,-3015.51845725722,4.1072591397533,0.11368614687207
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"L2boots_w1996",NA,NA,NA,4,1510.76904491808,-3013.50603855411,6.11967784285935,0.0447945947806024
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"IncDiff_decomm_ivC",NA,NA,NA,NA,NA,4,1510.58323078483,-3013.1344102876,6.49130610937254,0.0374834032389851
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"House_ChangeFlow",NA,NA,NA,NA,4,1513.09649808934,-3018.16094489663,1.46477150034434,0.324671409457927
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"hybrid_mlm_w1996",NA,NA,NA,NA,4,1512.48490132678,-3016.9377513715,2.68796502547229,0.206855898656595
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"hybrid_mlm_level_country",NA,NA,NA,4,1511.53791301552,-3015.04377474898,4.58194164799306,0.0918735192907015
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"emplrate_ivC_leftright_iv",NA,NA,NA,NA,NA,4,1510.59722574641,-3013.16240021077,6.46331618620707,0.0379916002439123
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","level_country_year_as_count",NA,NA,NA,NA,NA,NA,4,1510.32867630914,-3012.62530133622,7.00041506075104,0.02930632646139
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"ginin_ivC_leftright_iv",NA,NA,NA,NA,4,1510.9969210289,-3013.96179077574,5.66392562123428,0.0556212064441209
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,"Unemp_publice_iv",4,1509.93519015245,-3011.83832902284,7.78738737413323,0.0199633145757048
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"eeurope_trust_iv",NA,NA,NA,NA,4,1510.27608714645,-3012.52012301084,7.10559338612939,0.0278467635519596
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"Health_orig13",NA,NA,NA,NA,4,1512.34481002406,-3016.65756876607,2.96814763089878,0.184812881925701
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,"IncDiff_age2_iv",NA,NA,NA,NA,NA,4,1510.23796823059,-3012.44388517913,7.18183121784114,0.0268331989644742
"(Intercept)",NA,NA,NA,NA,"Stock_hybrid_mlm",NA,NA,4,1516.50366276882,-3024.9752742556,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,5.34955785862485,0.0644780996866904
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,"Flow_conservatism_ivC",NA,NA,NA,NA,4,1510.4587879836,-3012.88552468515,6.74019171182408,0.0332432280732316
"(Intercept)",NA,NA,NA,"House_year_dummies_only",NA,NA,NA,4,1514.66208083568,-3021.2921103893,0,1
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,1.66639399232599,0.302969506806369
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)",NA,NA,NA,"Unemp_pseudo_pnl",NA,NA,NA,4,1513.27398929892,-3018.51592731578,1.10978908119205,0.364729585474446
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
"(Intercept)","decomm_ivC_income_iv",NA,NA,NA,NA,NA,NA,4,1510.43448974008,-3012.8369281981,6.78878819886813,0.032471123024025
"(Intercept)",NA,NA,NA,NA,NA,NA,NA,3,1512.82246588464,-3019.62571639697,0,1
