v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142
1950,300060,3,2,3,4,4,4,4,4,,,,,,,,,1,,,,2,2,2,2,2,1,4,2,1,1,,,,,,,,,2,,,,,2,2,2,1,1,1,1,1,1,1,1,,4,2,60,2,2,7,,,,,,,,,,,,,,,,,8,3,,,,,,6,90,6,,1,,,,,,,1,904,4,904,4,2,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300061,3,1,2,3,2,3,4,2,,,,,,,,,1,,,,1,1,1,2,2,1,2,3,1,1,,,,,,,,,2,,,,,2,2,3,1,1,1,1,2,1,1,1,1,5,2,51,1,,1,44,624,624,6,,,1,,1,96,,,,,2,,8,3,,,,,,7,90,6,,1,,,,,,,3,1500,7,540,2,2,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300062,3,1,1,4,1,4,4,1,,,,,,,,,1,,,,2,1,1,1,5,1,1,1,1,1,,,,,,,,,1,,,,,2,2,2,1,1,1,1,3,1,1,1,1,3,2,34,3,1,2,28,79,79,1,,,6,3,2,,,,,,2,,10,4,,,,3,3,5,49,4,,2,,,,,,,4,2500,11,900,4,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300063,3,2,2,3,2,4,4,4,,,,,,,,,1,,,,1,1,2,2,3,1,4,2,5,5,,,,,,,,,2,,,,,2,2,2,2,2,1,2,4,2,1,2,1,1,1,41,1,,1,49,310,310,3,,,5,1,2,,,,,,2,,17,4,,,,2,2,5,90,,,1,,,,,,,3,,,,,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300064,3,2,1,2,2,4,4,3,,,,,,,,,2,,,,1,2,3,2,3,2,3,2,2,3,,,,,,,,,1,,,,,2,1,2,2,3,1,1,2,2,2,1,2,3,2,30,1,,1,43,393,393,3,,,5,1,2,,,,,,2,,10,4,,,,3,3,5,90,5,,1,,,,,,,3,,,,,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300065,3,1,1,1,1,4,4,3,,,,,,,,,,,,,1,1,2,1,3,2,3,2,2,3,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,1,2,4,2,48,1,,2,32,219,219,2,,,1,3,2,,,,,,2,,10,4,,,,1,5,3,90,6,,1,,,,,,,5,1700,7,900,4,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300066,3,,2,2,2,3,4,3,,,,,,,,,,,,,1,2,2,2,2,3,3,2,3,3,,,,,,,,,2,,,,,,,,2,2,1,1,,2,2,2,2,5,2,50,1,,2,15,552,552,5,,,5,1,2,,,,,,2,,8,2,,,,2,2,7,90,6,,5,,,,,,,3,,,300,1,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300067,3,2,2,4,3,4,4,3,,,,,,,,,2,,,,2,2,4,1,4,1,1,4,2,2,,,,,,,,,1,,,,,2,2,2,2,3,1,1,3,2,2,2,2,1,1,69,1,,7,,,,,,,,,,,,,,,,,17,8,,,,3,3,8,49,2,,2,,,,,,,2,,,,,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300068,3,2,1,1,1,4,4,4,,,,,,,,,1,,,,1,1,3,3,2,2,3,2,2,2,,,,,,,,,1,,,,,2,2,2,1,3,1,1,2,2,1,1,3,2,1,69,1,,7,,,,,,,,,,,,,,,,,12,6,,,,3,3,6,90,6,,1,,,,,,,3,,,,,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300069,3,2,1,2,1,3,4,2,,,,,,,,,1,,,,2,2,1,1,2,1,4,1,3,3,,,,,,,,,2,,,,,1,2,2,1,1,1,1,2,2,2,1,1,2,1,43,3,2,1,48,600,600,6,,,1,,1,96,,,,,2,,15,8,,,,2,4,3,90,5,,2,,,,,,,3,1700,7,900,4,1,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300070,3,2,1,1,1,3,4,2,,,,,,,,,1,,,,1,1,1,1,1,1,2,1,1,1,,,,,,,,,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,1,,1,44,219,219,2,,,1,,1,96,,,,,2,,10,4,,,,1,5,3,90,6,,2,,,,,,,3,,9,,5,1,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300072,3,2,2,2,2,3,1,2,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,4,4,,,,,,,,,1,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,1,60,1,,1,54,600,600,6,,,1,,1,96,,,,,2,,8,3,,,,4,1,6,90,6,,2,,,,,,,3,,10,,5,1,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300074,3,2,1,2,,4,4,3,,,,,,,,,,,,,2,2,1,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,49,1,,1,40,76,76,1,,,2,,1,1,,,,,2,,8,4,,,,,,5,90,5,,1,,,,,,,2,1500,7,1000,5,2,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300075,3,2,1,4,,4,4,3,,,,,,,,,1,,,,2,2,1,1,1,1,4,1,1,1,,,,,,,,,,,,,,2,2,2,1,1,1,1,4,,1,1,1,3,2,52,1,,7,,,,,,,,,,,,,,,,,8,3,,,,4,1,5,90,,,1,,,,,,,2,1650,7,552,2,2,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300076,3,1,2,3,2,4,4,2,,,,,,,,,,,,,1,1,2,2,1,2,3,2,5,2,,,,,,,,,1,,,,,2,2,2,2,2,1,1,4,3,2,2,2,3,1,49,1,,1,40,855,855,7,,,6,3,2,,,,,,2,,8,3,,,,2,4,5,49,2,,1,,,,,,,3,1400,6,1200,5,2,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300077,3,2,1,3,1,4,4,2,,,,,,,,,1,,,,2,4,1,5,1,3,3,1,4,4,,,,,,,,,1,,,,,2,2,3,3,2,1,1,4,2,4,4,4,3,1,52,1,,1,45,841,841,7,,,3,,1,1,,,,,2,,8,3,,,,4,1,8,90,6,,1,,,,,,,3,3000,13,1500,7,2,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300078,3,1,1,1,1,3,4,3,,,,,,,,,1,,,,2,4,1,3,2,1,1,1,5,2,,,,,,,,,2,,,,,2,2,3,2,2,1,1,2,2,3,1,2,2,2,49,1,,1,40,193,193,1,,,5,1,2,,,,,,2,,10,4,,,,4,1,7,90,6,,1,,,,,,,3,2800,12,1400,6,2,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300079,3,,,,,,,,,,,,,,,,1,,,,1,2,4,1,1,3,4,5,2,1,,,,,,,,,,,,,,,,1,2,2,1,1,3,1,1,2,1,3,1,46,4,1,2,40,62,62,1,,,1,,1,96,,,,,2,,8,3,,,,4,1,2,49,6,,2,,,,,,,3,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300080,3,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,3,3,,1,1,,,,,,,,,,,,,,1,,1,2,3,2,2,2,2,2,3,3,4,2,43,4,1,1,42,71,71,1,,,5,3,2,,,,,,2,,10,4,,,,4,1,6,90,6,,2,,,,,,,3,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300081,3,2,2,4,,4,4,2,,,,,,,,,1,,,,2,2,1,1,4,1,1,1,1,1,,,,,,,,,2,,,,,2,2,2,1,2,1,1,2,,2,2,2,2,2,35,4,1,1,40,392,392,3,,,5,3,2,,,,,,2,,10,4,,,,4,1,9,90,6,,2,,,,,,,3,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300082,3,2,1,1,1,3,4,3,,,,,,,,,1,,,,1,5,2,1,1,2,1,3,2,1,,,,,,,,,,,,,,,,,2,2,1,1,3,2,1,,1,3,1,64,4,1,1,40,300,300,3,,,5,3,2,,,,,,2,,12,5,,,,,,3,90,6,,2,,,,,,,2,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300083,3,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,70,1,,7,,2,2,5,,,,,,,,,,,,,8,3,,,,4,1,5,90,5,,2,,,,,,,2,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300084,3,2,2,4,,4,4,2,,,,,,,,,,,,,1,2,1,1,2,2,,2,3,2,,,,,,,,,,,,,,,,,1,2,1,1,2,,1,1,2,3,2,50,1,,1,44,133,133,1,,,5,1,2,,,,,,2,,12,5,,,,,,4,90,5,,2,,,,,,,2,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300085,3,1,1,4,2,4,4,3,,,,,,,,,1,,,,1,1,1,1,1,1,4,1,2,2,,,,,,,,,2,,,,,2,1,1,1,1,1,1,1,1,1,1,2,3,2,57,3,2,2,35,331,331,3,,,5,3,2,,,,,,2,,8,3,,,,3,3,3,49,5,,2,,,,,,,1,,,,,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300086,3,2,1,2,1,4,4,3,,,,,,,,,1,,,,3,5,1,1,4,2,5,1,3,3,,,,,,,,,2,,,,,2,2,1,1,1,3,1,3,2,4,1,1,1,1,42,1,,2,44,849,849,7,,,6,3,2,,,,,,2,,8,3,,,,2,2,10,,6,,2,,,,,,,3,,,1400,6,5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300087,3,2,2,3,2,4,4,3,,,,,,,,,1,,,,2,2,4,1,2,2,4,4,1,1,,,,,,,,,2,,,,,2,1,1,1,2,1,1,2,2,2,1,2,3,2,40,1,,1,40,339,339,3,,,5,1,2,,,,,,2,,10,4,,,,2,2,5,90,6,,2,,,,,,,4,3440,13,1020,5,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300088,3,2,1,1,1,3,4,1,,,,,,,,,1,,,,1,1,5,1,1,1,5,4,1,1,,,,,,,,,2,,,,,1,1,1,1,1,1,1,4,1,1,1,1,2,1,64,1,,7,,,,,,,,,,,,,,,,,9,4,,,,1,5,2,90,6,,2,,,,,,,2,2500,11,1450,6,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300089,3,2,1,1,1,3,4,1,,,,,,,,,2,,,,3,2,2,1,1,4,5,1,1,1,,,,,,,,,1,,,,,1,2,2,2,1,1,1,3,1,3,1,2,2,1,25,1,,1,43,969,969,7,,,6,1,2,,,,,,2,,10,4,,,,2,2,4,90,6,,2,,,,,,,5,2100,9,1200,5,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300090,3,2,1,1,1,1,4,1,,,,,,,,,1,,,,1,1,2,2,3,2,2,1,2,2,,,,,,,,,1,,,,,1,2,2,2,1,2,1,2,2,2,1,2,1,1,43,1,,1,44,139,139,1,,,5,1,2,,,,,,2,,17,8,,,,2,2,2,90,5,,2,,,,,,,3,2400,10,1300,6,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300091,3,2,2,3,3,4,4,3,,,,,,,,,1,,,,2,2,1,1,1,1,3,4,1,1,,,,,,,,,2,,,,,2,2,2,1,1,1,1,3,1,1,1,1,3,2,52,3,1,8,,,,,,,,,,,,,,,,,11,4,,,,4,1,6,90,6,,2,,,,,,,4,813,4,,,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300092,3,2,2,2,2,3,4,4,,,,,,,,,1,,,,2,1,2,2,3,1,4,1,1,1,,,,,,,,,2,,,,,1,,2,1,2,1,1,,2,2,1,1,1,2,59,1,,10,,,,,,,,,,,,,,,,,7,2,,,,4,1,6,90,6,,2,,,,,,,2,1800,8,1000,5,1,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300093,3,1,2,3,3,4,4,2,,,,,,,,,1,,,,1,1,2,2,1,1,3,2,1,1,,,,,,,,,2,,,,,1,1,1,1,1,1,1,1,1,1,1,,2,1,66,1,,7,,,,,,,,,,,,,,,,,9,5,,,,,,6,49,6,,1,,,,,,,2,1600,7,1000,5,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300094,3,2,2,3,2,4,4,3,,,,,,,,,1,,,,1,2,,1,,2,,2,1,2,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,59,1,,7,,,,,,,,,,,,,,,,,8,3,,,,4,1,10,49,4,,1,,,,,,,2,,4,,2,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300095,3,1,3,3,4,4,4,3,,,,,,,,,,,,,2,3,2,1,1,2,3,2,2,3,,,,,,,,,2,,,,,,,,2,2,2,2,2,2,2,2,2,4,2,23,1,,10,,791,791,7,,,,,,,,,,,,,10,4,,,,2,4,,90,6,,2,,,,,,,3,1500,7,500,2,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300096,3,,2,3,2,,4,3,,,,,,,,,,,,,1,2,2,2,2,2,3,3,3,2,,,,,,,,,2,,,,,1,3,,2,2,1,2,3,2,2,2,2,3,2,39,1,,1,44,339,339,3,,,5,1,2,,,,,,2,,8,3,,,,4,1,3,90,6,,1,,,,,,,4,1900,8,950,4,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300097,3,1,2,2,2,4,4,4,,,,,,,,,,,,,1,2,2,2,2,2,3,2,4,2,,,,,,,,,2,,,,,1,1,1,2,2,2,2,2,2,2,2,2,4,2,33,1,,2,20,811,811,7,,,6,3,2,,,,,,2,,10,4,,,,2,2,4,49,4,,1,,,,,,,3,900,4,400,2,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300098,3,1,2,2,1,3,4,2,,,,,,,,,,,,,2,2,2,1,3,3,2,2,1,2,,,,,,,,,2,,,,,2,1,2,1,2,1,1,2,2,2,1,2,3,2,31,1,,5,,,,,,,,,,,,,,,,,10,,,,,3,3,9,90,,,1,,,,,,,4,,9,,4,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300099,3,2,1,2,2,4,4,2,,,,,,,,,1,,,,2,4,4,2,1,1,2,1,1,2,,,,,,,,,1,,,,,2,2,2,2,2,1,1,2,1,1,2,2,1,1,46,1,,1,50,,,,,,5,3,2,,,,,,2,,10,,,,,1,5,2,90,,,1,,,,,,,4,2800,12,2300,10,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300100,3,2,4,4,4,4,4,4,,,,,,,,,1,,,,1,2,1,1,1,1,2,1,5,3,,,,,,,,,1,,,,,2,2,2,2,2,1,1,1,1,1,2,1,1,1,68,1,,1,,,,,,,,,,,,,,,,,10,,,,,4,1,7,49,6,,1,,,,,,,2,1104,5,,1,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300101,3,,2,,4,4,4,4,,,,,,,,,1,,,,2,2,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,54,1,,1,40,849,849,7,,,3,3,2,,,,,,2,,8,,,,,2,2,6,90,,,1,,,,,,,2,1500,7,1000,5,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300102,3,1,2,2,2,3,4,2,,,,,,,,,2,,,,2,2,1,1,3,1,2,1,4,2,,,,,,,,,2,,,,,,,,2,2,1,2,3,2,2,2,3,3,2,52,1,,2,15,552,552,5,,,5,3,2,,,,,,2,,8,,,,,2,2,,10,2,,1,,,,,,,3,800,4,154,1,4,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300103,3,2,1,1,1,3,4,3,,,,,,,,,1,,,,1,1,1,1,2,1,3,1,2,1,,,,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,,3,2,31,1,,1,40,39,39,1,,,5,1,2,,,,,,2,,10,4,,,,,,6,49,5,,2,,,,,,,4,2200,9,900,4,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300104,3,2,1,2,2,4,4,2,,,,,,,,,1,,,,1,2,2,1,3,1,4,1,1,2,,,,,,,,,2,,,,,2,2,1,1,1,1,1,1,1,2,2,2,2,1,48,1,,1,50,2,2,5,,,5,3,2,,,,,,2,,17,8,,,,,,3,90,6,,2,,,,,,,4,1800,8,1500,7,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300105,3,1,4,4,2,4,4,4,,,,,,,,,2,,,,1,1,1,1,5,1,3,1,1,2,,,,,,,,,1,,,,,2,2,2,1,1,1,1,1,1,1,1,1,5,2,60,1,,7,,,,,,,,,,,,,,,,,8,3,,,,3,3,7,90,6,,2,,,,,,,2,1700,7,506,2,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300106,3,1,3,1,1,4,4,1,,,,,,,,,2,,,,1,3,1,1,4,1,5,3,1,5,,,,,,,,,2,,,,,1,2,3,1,1,1,1,2,1,2,1,1,2,2,34,1,,1,40,,,,,,5,3,2,,,,,,2,,10,4,,,,1,5,2,90,6,,2,,,,,,,5,2400,10,900,4,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300107,3,1,1,1,3,4,4,3,,,,,,,,,1,,,,3,2,1,1,5,1,2,1,1,2,,,,,,,,,2,,,,,1,2,1,1,1,1,1,1,1,1,1,1,2,2,56,1,,10,,,,,,,,,,,,,,,,,8,3,,,,1,5,3,90,6,,2,,,,,,,2,,8,,4,2,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300108,3,2,2,1,1,3,4,2,,,,,,,,,2,,,,2,4,1,1,3,1,5,2,1,2,,,,,,,,,1,,,,,1,2,2,2,1,1,1,2,1,3,1,2,1,2,34,1,,1,48,133,133,1,,,5,1,2,,,,,,2,,10,5,,,,1,5,3,90,5,,2,,,,,,,4,2300,10,1000,5,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300109,3,2,2,2,2,3,4,4,,,,,,,,,1,,,,2,2,2,2,1,2,3,2,2,2,,,,,,,,,1,,,,,2,2,2,1,1,1,1,2,1,1,1,1,3,2,22,5,1,1,45,193,193,1,,,5,1,2,,,,,,2,,10,4,,,,,,7,90,6,,2,,,,,,,1,1000,5,1000,5,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300110,3,,1,2,2,3,4,2,,,,,,,,,,,,,2,4,2,2,4,2,4,2,3,4,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,3,2,2,1,1,21,5,1,1,39,339,339,3,,,5,3,2,,,,,,2,,12,6,,,,1,5,3,90,6,,2,,,,,,,3,2000,9,900,4,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300111,3,2,3,3,2,4,4,4,,,,,,,,,1,,,,1,1,1,1,2,1,3,2,2,1,,,,,,,,,,,,,,2,,,1,1,1,1,1,1,1,1,2,3,2,61,2,2,7,,391,391,3,,,,,,,,,,,,,8,3,,,,2,2,,49,6,,2,,,,,,,1,781,3,781,3,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300112,3,2,1,2,1,3,4,1,,,,,,,,,1,,,,2,2,1,2,3,1,4,4,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,1,,1,1,3,1,31,5,1,1,44,843,843,7,,,6,3,2,,,,,,2,,16,6,,,,,,3,90,5,,2,,,,,,,3,1700,7,1000,5,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300113,3,,4,4,4,4,4,4,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,5,2,74,4,2,7,,,,,,,,,,,,,,,,,8,3,,,,4,1,6,49,4,,1,,,,,,,2,,2,,,5,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300114,3,2,2,2,2,4,4,3,,,,,,,,,1,,,,3,3,2,4,3,2,4,2,4,2,,,,,,,,,2,,,,,2,1,2,2,2,1,1,2,2,3,2,2,3,1,37,1,,1,50,219,219,2,,,5,3,2,,,,,,2,,17,8,,,,4,1,8,90,5,,6,,,,,,,3,3800,14,3200,13,6,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300115,3,2,1,1,1,3,4,2,,,,,,,,,2,,,,3,5,4,2,3,2,4,1,4,2,,,,,,,,,1,,,,,2,,2,1,2,1,1,3,2,3,2,2,2,1,48,1,,1,40,855,855,7,,,6,3,2,,,,,,2,,10,4,,,,4,1,5,90,,,2,,,,,,,2,2300,10,1100,5,6,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300116,3,2,1,2,1,4,4,1,,,,,,,,,1,,,,2,2,5,2,,2,5,5,4,2,,,,,,,,,1,,,,,1,3,3,2,1,1,1,4,1,2,2,1,2,2,34,1,,2,35,2,2,5,,,5,3,2,,,,,,2,,17,8,,,,2,4,4,90,6,,2,,,,,,,4,2800,12,1200,5,6,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300117,3,2,1,1,1,4,4,4,,,,,,,,,1,,,,2,3,1,1,2,1,5,1,1,2,,,,,,,,,2,,,,,2,2,2,2,2,1,1,2,2,3,2,2,2,2,38,1,,2,31,61,61,1,,,5,1,2,,,,,,2,,17,8,,,,,,2,90,5,,2,,,,,,,3,3000,13,1400,6,6,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300118,3,2,2,4,1,4,4,3,,,,,,,,,1,,,,2,1,1,1,2,2,5,1,1,1,,,,,,,,,1,,,,,2,2,2,1,1,1,1,2,2,2,2,2,2,1,43,1,,1,25,985,985,7,,,1,,1,96,,,,,2,,8,3,,,,4,1,7,90,5,,4,,,,,,,3,1600,7,600,3,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300119,3,2,1,1,1,4,4,1,,,,,,,,,1,,,,1,1,2,2,5,1,1,1,1,3,,,,,,,,,1,,,,,2,2,2,2,2,2,2,2,2,1,2,2,3,1,35,1,,1,42,974,974,7,,,6,3,2,,,,,,2,,8,3,,,,4,1,6,90,,,4,,,,,,,3,1876,8,1300,6,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300120,3,2,2,2,2,3,4,2,,,,,,,,,1,,,,1,2,1,1,2,1,1,1,1,2,,,,,,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,51,1,,1,44,99,99,1,,,6,3,2,,,,,,,,7,2,,,,4,1,6,90,6,,4,,,,,,,2,1500,7,840,4,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300121,3,2,2,2,2,2,4,2,,,,,,,,,1,,,,1,2,1,1,1,1,1,1,1,1,,,,,,,,,2,,,,,,3,3,2,2,1,1,1,2,1,2,2,3,2,21,1,,1,42,451,451,4,,,6,1,2,,,,,,2,,10,4,,,,,,5,90,6,,4,,,,,,,2,1500,7,1100,5,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300122,3,1,2,3,3,4,4,3,,,,,,,,,1,,,,3,4,3,2,3,2,3,1,1,3,,,,,,,,,2,,,,,3,,2,1,2,1,2,1,2,2,2,1,3,2,19,5,1,1,43,625,625,6,,,1,3,2,,,,,,2,,10,4,,,,4,1,5,90,5,,4,,,,,,,1,1100,5,1100,5,5,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300123,3,2,1,1,1,3,4,2,,,,,,,,,,,,,1,1,1,1,5,1,2,1,1,1,,,,,,,,,2,,,,,2,2,1,1,1,1,1,3,2,1,2,3,4,1,56,1,,1,40,973,973,7,,,6,3,2,,,,,,2,,10,4,,,,2,2,5,49,4,,1,,,,,,,7,,6,,5,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300124,3,2,1,1,2,3,4,3,,,,,,,,,,,,,1,2,2,2,3,1,3,2,1,1,,,,,,,,,2,,,,,2,2,2,2,2,2,2,2,2,3,2,2,2,1,62,1,,1,44,,,,,,1,1,2,,,,,,2,,19,8,,,,4,1,6,49,6,,1,,,,,,,2,,,,,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300125,3,,,,,,,,,,,,,,,,,,,,1,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,72,2,2,7,,,,,,,,,,,,,,,,,8,3,,,,4,1,6,49,4,,1,,,,,,,1,,,,,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300126,3,1,1,2,2,3,4,2,,,,,,,,,,,,,1,1,1,1,2,1,3,3,1,1,,,,,,,,,2,,,,,2,3,2,1,1,1,1,2,2,1,2,2,3,2,32,1,,2,30,71,71,1,,,5,1,2,,,,,,2,,10,4,,,,3,3,5,49,1,,5,,,,,,,5,1600,7,600,3,4,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300127,3,,1,1,1,2,3,2,,,,,,,,,,,,,1,1,1,1,2,1,2,3,1,1,,,,,,,,,2,,,,,1,1,1,1,1,1,2,3,2,1,2,2,3,1,21,5,2,1,42,849,849,7,,,6,3,2,,,,,,2,,10,4,,,,4,1,5,90,6,,2,,,,,,,1,1200,5,1200,5,4,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,300128,3,2,2,2,2,3,4,3,,,,,,,,,1,,,,2,4,3,2,3,1,4,2,2,2,,,,,,,,,1,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,55,1,,1,44,581,581,5,,,5,3,2,,,,,,2,,10,4,,,,2,4,5,90,6,,2,,,,,,,2,2000,9,1500,7,1,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
