v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142
1950,121530,1,2,1,1,1,2,4,1,1,1,1,1,2,3,3,4,1,2,4,5,2,1,1,4,3,2,2,2,4,4,2,2,2,2,3,2,2,2,2,3,2,3,3,1,3,3,2,3,2,2,2,2,1,2,2,1,1,28,1,,1,37,2501,,2,,,,1,2,,2,,7,1,2,,15,6,2,2,1,2,2,,41,6,2,1,15,,1,,2901,,2,50000,10,25000,5,5,1,1,10,,4309,11,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121532,1,1,2,2,3,3,4,4,4,3,4,4,2,4,4,3,1,3,4,5,3,3,2,2,1,2,2,3,3,4,3,2,1,2,2,2,3,3,1,1,3,3,4,2,3,2,2,1,2,2,2,2,2,2,2,2,2,67,1,,8,,,,,,,,,,,,,,2,2,,7,3,2,2,3,2,2,,90,6,4,,10,,1,,4401,,2,23032,5,5000,1,5,2,2,10,,1401,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,121533,1,2,2,2,1,3,3,3,2,2,1,1,1,1,1,1,1,3,4,4,1,1,4,4,1,1,1,1,,5,5,5,1,5,1,2,5,1,1,1,3,4,4,1,3,3,4,4,4,1,2,3,3,3,2,4,2,44,1,,8,,,,,,,,,,,,,,,2,,10,4,,,,4,1,,40,1,6,,15,,1,,,,3,,,,,,2,2,96,,1601,96,,,,38,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,
1950,121534,1,1,1,1,1,3,4,4,2,2,2,2,1,2,2,3,1,1,5,5,2,5,5,5,1,5,2,2,4,5,3,3,3,3,2,3,4,3,1,1,3,2,3,2,3,3,3,3,2,2,2,3,4,2,2,1,1,53,1,,1,45,3301,,3,,,,1,2,,1,98,8,1,2,,12,5,4,1,1,4,1,,90,6,4,1,11,,8,,2603,,3,135000,16,132500,16,5,1,1,10,,8199,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,
1950,121539,1,1,1,2,2,3,4,3,2,2,3,3,1,1,1,1,2,3,3,4,3,4,4,4,3,4,2,4,3,4,3,2,1,1,3,2,3,2,2,2,3,3,4,1,3,3,3,2,2,2,2,2,3,2,2,4,2,44,1,,,,5603,,5,,,,1,2,,2,,,2,2,,10,4,2,2,2,2,2,,40,5,4,1,14,,1,,2209,,5,52936,11,5000,1,5,1,1,6,,6000,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,
1950,121543,1,2,1,1,1,4,4,2,2,2,4,4,2,3,3,3,1,1,3,5,2,4,3,2,3,4,3,2,4,3,1,2,2,3,3,3,3,3,2,3,3,3,4,2,2,2,4,1,1,2,2,2,3,1,2,1,2,54,3,2,10,,5101,,5,,,,,,,2,,4,2,2,,10,4,3,4,3,4,1,,93,5,4,1,,,,,3999,,,6708,2,6708,2,5,1,1,10,,1501,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121545,1,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,3,5,5,2,4,2,2,2,2,4,2,3,4,3,3,2,2,3,3,3,4,,2,2,3,3,1,2,2,,2,2,2,2,2,3,2,2,2,2,70,2,2,7,,,,,,,,,,,,,,2,2,,8,4,2,2,2,2,2,,44,1,4,1,10,,,,6301,,,5000,1,5000,1,5,2,2,6,,4405,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,121546,1,2,2,3,2,4,4,3,3,2,2,2,2,3,3,3,,2,5,4,2,4,2,2,4,2,4,2,2,4,2,3,3,3,3,3,3,3,,3,3,3,3,1,2,2,3,2,2,2,2,3,3,2,2,4,2,46,1,,2,12,5601,,5,,,,3,2,,2,,1,2,2,,15,6,3,4,2,3,4,,10,1,4,1,15,,1,,2209,,3,45000,9,10000,2,5,,,15,,2701,14,,,,3,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,
1950,121548,1,2,1,1,1,3,4,2,4,4,4,3,1,1,2,2,1,3,5,5,2,2,4,4,1,2,1,1,3,5,3,3,1,2,3,2,5,3,1,1,4,2,4,1,3,3,4,2,2,2,2,2,2,2,2,2,2,88,1,,8,,,,,,,,,,,,,,2,2,,11,5,4,1,1,4,1,,44,4,4,1,15,,1,,1303,,3,51144,11,5000,1,5,1,1,11,,1303,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,
1950,121550,1,1,2,2,2,4,4,3,2,2,2,2,2,3,3,2,1,3,4,5,1,1,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,1,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,2,1,1,63,1,,7,,,,,,,,,,,,,,2,2,,10,4,4,1,2,4,1,,10,1,4,1,,,,,,,3,58940,11,42940,9,5,1,1,3,,5605,3,,,,3,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,
1950,121553,1,2,4,3,4,4,4,4,4,4,2,2,1,1,1,1,2,4,5,2,3,5,1,1,1,1,1,1,5,5,4,2,1,1,4,2,5,5,1,1,5,4,5,3,3,3,4,4,4,2,1,4,4,1,4,1,1,50,1,,1,60,2305,,2,,,,,,2,1,4,2,2,2,,17,6,4,1,3,4,1,,40,4,6,1,,,,,,,4,90000,14,45000,9,5,1,1,15,,5000,12,,,,23,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,121555,1,2,1,1,3,4,4,3,2,2,3,2,2,3,3,3,1,3,5,4,2,5,5,2,2,3,2,1,3,5,3,2,2,3,4,2,4,4,1,1,3,3,3,3,3,3,4,2,2,2,2,,3,,,2,1,65,1,,7,,3303,,3,,,,,2,,1,22,8,2,2,,10,4,4,1,2,4,1,,40,5,4,1,11,,8,,5101,,2,31800,7,26800,6,5,1,1,10,,5301,11,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,121558,1,2,3,2,4,4,4,4,3,2,4,2,2,3,3,3,1,4,5,5,2,3,4,2,2,3,3,2,4,4,3,2,2,3,3,3,4,4,1,1,1,3,4,1,2,2,3,2,2,2,3,3,2,2,3,2,1,70,1,,7,,4505,,4,,,,,2,,1,,7,2,2,,11,5,7,96,1,4,1,,10,1,4,1,10,,8,,5000,,3,24000,5,12000,3,5,2,2,10,,4501,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,
1950,121566,1,,1,2,2,3,4,3,3,2,3,3,2,3,3,3,2,3,4,5,2,3,3,2,2,2,3,2,2,3,2,1,1,1,2,1,4,3,,2,2,3,4,1,2,2,2,2,1,2,2,2,2,2,2,2,1,28,5,2,1,45,3913,,3,,,,3,2,,2,,4,2,2,,12,5,3,4,3,2,2,,10,3,2,1,,,,,,,1,38000,8,38000,8,5,1,1,12,,4927,10,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121569,1,2,1,1,1,3,4,2,2,1,2,2,4,4,4,3,2,2,4,5,2,2,2,2,4,2,2,1,2,4,1,2,2,2,5,2,4,3,1,3,4,3,3,1,3,2,2,3,2,1,1,2,2,2,2,3,2,39,1,,2,8,2903,,2,,,,,1,96,2,,2,2,2,,18,6,2,2,1,2,2,,44,5,4,1,15,,1,,2903,,4,36196,8,16196,4,5,1,1,15,,5000,15,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
1950,121579,1,2,1,1,1,3,4,2,2,2,3,2,1,1,2,2,2,1,2,5,2,4,2,1,2,2,2,1,3,4,2,2,2,2,5,2,4,2,2,2,3,2,3,1,2,2,4,2,2,1,2,2,2,2,2,2,1,32,5,2,1,50,2405,,2,,,,3,2,,2,,5,1,2,,18,6,2,2,3,4,1,,54,5,4,1,,,,,,,,32400,7,32400,7,5,1,1,15,,1501,12,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121582,1,1,1,2,2,3,4,3,2,2,2,2,2,3,3,3,1,3,4,4,2,3,3,3,2,3,3,3,3,3,4,3,3,2,3,3,4,4,1,2,3,3,4,1,2,2,2,2,2,2,2,3,3,2,3,3,1,40,1,,3,50,1303,,1,,,,,1,1,1,4,1,2,2,,15,6,4,1,2,4,1,,44,5,4,1,11,,8,,3915,,3,50000,10,35000,7,5,1,1,11,,4309,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
1950,121584,1,1,1,2,4,4,4,4,2,1,4,2,1,1,1,1,2,3,5,5,3,4,2,2,2,2,2,2,2,4,2,3,2,3,3,3,5,5,1,1,3,2,4,3,3,3,4,2,2,2,2,3,3,2,2,3,1,28,3,2,1,50,1501,,1,,,,,1,2,1,20,,,2,,11,5,,,,4,1,,90,6,4,1,12,,1,,2701,,2,39520,8,19760,4,5,1,1,10,,4405,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121588,1,2,2,2,2,3,4,3,3,2,2,2,2,2,3,2,1,3,4,4,2,4,3,3,2,2,2,2,4,4,5,3,3,3,2,3,4,3,1,2,3,2,4,1,3,2,3,2,2,2,2,3,3,3,3,3,1,51,1,,1,50,2200,,2,,,,3,2,,1,16,5,2,2,,13,5,4,1,1,4,1,,43,4,4,1,,,,,,,3,47900,10,42700,9,5,1,1,10,,8911,12,,,,22,1,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,
1950,121589,1,2,2,2,3,4,4,4,4,3,4,3,1,1,1,1,1,5,5,4,2,5,4,2,1,2,2,1,2,4,2,2,1,4,4,2,4,2,2,1,4,1,3,1,2,2,2,1,2,1,1,2,3,2,2,1,2,82,2,2,,,,,,,,,,,,,,,2,2,,10,4,4,1,1,4,1,,47,6,4,1,15,,7,,1601,,,5000,1,5000,1,5,1,1,10,,2213,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121598,1,1,1,1,2,4,4,4,1,1,1,1,2,4,4,4,1,2,5,5,3,1,3,1,1,1,2,1,1,5,4,2,1,2,1,1,4,4,2,1,2,1,3,2,3,3,2,1,1,1,1,2,1,1,1,1,2,19,5,2,2,21,6505,,6,,,,3,2,,2,,4,2,2,,12,5,4,1,3,2,2,,47,4,4,1,,,,,,,4,5000,1,5000,1,5,1,1,15,,2213,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1950,121611,1,2,2,2,2,3,4,4,2,3,4,4,2,4,4,3,2,2,2,5,1,2,2,2,1,1,4,2,2,2,4,2,2,1,1,1,2,4,1,2,3,3,3,1,2,2,2,1,1,1,2,2,2,1,1,2,2,61,1,,,,7203,,7,,,,,,,,,,2,2,,12,5,2,2,2,2,2,,10,3,4,2,15,,2,,2403,,6,,,,,5,1,1,6,,9004,6,,,,44,1,,,,,,,,,,,,,,,,,,,,,8,2,1,1,,,1,
1950,121616,1,2,2,2,2,4,4,3,4,3,4,3,2,3,3,3,2,2,4,4,2,2,3,3,2,2,3,3,3,3,3,2,3,2,4,2,5,4,,3,3,2,,3,3,1,3,2,2,2,3,3,1,3,2,3,2,25,1,,8,,2705,,2,,,,,2,,2,,8,2,2,,11,5,2,2,3,2,2,,10,5,2,2,10,,1,,1601,,2,,,,,1,4,4,11,,5301,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
1950,121621,1,2,2,2,2,3,4,3,2,2,2,2,2,2,2,2,1,2,4,5,3,4,4,4,2,4,2,3,3,4,2,3,2,3,4,3,4,3,1,1,3,2,5,1,3,3,4,4,2,2,3,4,4,2,2,1,1,45,3,2,1,45,6101,,6,,,,,1,2,2,,2,2,2,,11,5,4,1,2,4,1,,10,6,4,2,10,,1,,4927,,2,40000,8,40000,8,5,1,1,10,,7303,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,
1950,121635,1,2,2,1,4,4,4,4,2,2,2,2,2,2,3,3,2,4,5,5,3,4,4,4,1,4,2,2,4,4,2,3,2,2,3,3,4,3,1,3,4,4,2,1,3,3,4,2,2,3,3,3,4,2,1,3,1,62,1,,2,21,2000,,2,,,,1,2,2,1,8,6,2,2,,14,5,2,2,2,2,2,,44,1,2,1,,,,,,,2,13014,3,7468,2,5,1,1,6,,7100,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
1950,121637,1,2,2,2,2,3,3,3,2,2,2,2,1,1,1,1,,3,4,5,2,2,2,1,2,2,4,4,4,2,4,4,4,2,2,3,4,4,1,2,2,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,63,1,,7,,,,,,,,,,,,,,2,2,,7,3,2,2,2,2,2,,10,3,4,1,6,,7,,8103,,2,5304,2,5304,2,5,1,1,6,,8911,6,,,,26,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,121639,1,2,1,1,2,3,4,2,2,1,2,2,2,3,4,3,1,2,5,5,1,2,2,2,2,2,3,1,2,3,2,1,2,2,4,2,2,2,2,3,2,3,3,1,2,2,2,2,1,2,2,2,1,1,1,3,1,46,1,,1,65,2607,,2,,,,,,,1,1,,2,2,,20,6,2,2,2,2,2,,44,1,4,1,,,,,,,3,19000,4,19000,4,5,1,1,10,,1401,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,
1950,121644,1,2,2,2,2,4,4,4,3,3,3,2,1,3,3,2,2,2,5,5,3,5,4,4,1,2,4,2,3,4,3,3,2,3,3,2,3,4,1,2,3,3,3,1,3,3,3,3,2,2,2,2,4,2,3,2,2,65,1,,7,,,,,,,,,,,,,,2,2,,10,4,4,1,3,4,1,,44,6,2,1,6,,7,,6301,,2,11232,3,5616,2,5,1,1,10,,,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,121652,1,1,2,2,2,3,4,2,2,2,4,4,2,2,2,2,1,2,4,5,2,3,2,2,3,2,3,2,2,3,1,2,2,2,4,2,3,3,1,3,2,3,3,1,2,2,2,1,1,1,2,2,2,2,2,2,1,26,1,,1,55,4403,,4,,,,3,2,,1,12,4,1,2,,11,5,2,2,2,2,2,,43,6,2,1,11,,8,,2700,,2,55030,11,33030,7,5,3,3,10,,4403,10,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121670,1,2,2,2,2,3,4,3,3,3,4,4,2,2,2,2,,3,4,5,2,3,2,2,3,2,2,2,2,3,2,2,2,2,4,2,4,4,1,2,2,3,4,1,3,3,2,2,2,2,2,2,3,2,2,3,1,34,1,,3,43,7203,,7,,,,3,2,,2,,5,1,2,,10,4,2,2,3,2,2,,10,2,2,1,10,,8,,8919,,4,33624,7,33000,7,5,1,1,6,,5403,10,,,,1,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
1950,121673,1,2,3,3,4,4,4,4,3,3,4,4,3,3,3,3,1,4,5,5,2,4,2,2,2,2,3,2,2,2,3,2,2,2,5,2,4,2,1,3,3,3,3,1,2,2,2,2,2,1,2,4,3,2,2,2,1,67,1,,7,,4205,,4,,,,,2,,2,,7,2,2,,12,5,2,2,1,2,2,,43,6,4,1,,,,,,,2,12232,3,6116,2,5,1,1,12,,4103,10,,,,22,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,121674,1,1,2,2,3,4,4,3,2,2,3,3,1,1,1,2,1,3,4,5,3,5,4,3,2,4,3,2,4,4,2,2,2,2,4,3,4,4,2,2,2,3,3,1,,,3,2,2,2,3,3,3,,,2,2,48,1,,2,28,5601,,5,,,,1,2,,2,,3,2,2,,8,4,,,,4,1,,41,6,4,1,10,,1,,7305,,3,96500,15,56500,11,5,1,1,6,,1601,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,
1950,121675,1,2,2,2,2,3,4,2,1,1,4,3,2,2,2,4,2,1,2,5,3,4,4,4,1,2,1,2,2,5,4,4,4,1,4,4,5,5,2,1,5,1,3,3,3,3,4,4,3,3,2,4,4,1,3,1,2,47,1,,8,20,6603,,6,,,,,2,,2,,,2,1,12,13,5,4,1,2,3,4,,49,1,2,1,11,,2,,7105,,3,14320,3,5000,1,5,1,1,3,,4601,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,
1950,121681,1,1,3,3,3,3,3,3,3,2,2,2,1,1,1,1,2,2,2,2,3,4,2,2,2,2,2,2,2,4,2,2,2,2,4,2,4,2,1,1,4,5,4,3,3,3,1,1,1,1,1,2,2,2,1,2,2,37,1,,8,,4911,,4,,,,,,,2,,5,2,2,,6,3,2,2,1,2,2,,30,6,2,1,,,,,,,4,,,,,5,1,1,10,,4601,96,,,,48,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,
1950,121684,1,1,4,4,4,4,4,4,4,2,4,4,1,1,1,3,1,4,4,5,1,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,4,5,1,3,2,3,3,1,2,3,1,1,1,1,1,2,1,1,1,3,2,22,1,,1,50,2405,,2,,,,3,2,,2,,4,,2,,15,6,,,,2,2,,54,4,4,1,15,,1,,2301,,4,53000,11,23000,5,5,1,1,10,,4701,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,121696,1,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,4,4,1,2,3,3,3,1,2,2,2,2,2,2,3,3,2,2,2,2,1,63,1,,1,38,4409,,4,,,,1,2,,1,10,8,1,2,,6,3,2,2,2,2,2,,49,6,2,1,,,,,,,2,25910,6,25910,6,5,3,3,10,,8000,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,121697,1,2,2,2,2,3,4,3,2,2,2,2,3,3,3,2,1,2,4,5,3,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,1,2,2,4,1,3,1,2,2,2,2,2,2,2,2,2,2,2,37,1,,2,10,8301,,8,,,,3,2,,2,,6,1,2,,12,5,2,2,3,2,2,,90,6,2,2,11,,1,,4313,,4,7420,2,7420,2,5,1,1,12,,4211,12,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,121713,1,2,2,2,2,4,4,3,2,2,2,2,1,2,2,3,,2,5,5,2,4,4,4,3,2,2,1,4,3,2,3,2,2,3,2,4,3,2,1,2,4,4,1,3,3,3,,2,2,2,3,3,2,2,4,1,71,1,,7,,3913,,3,,,,,2,,2,,4,2,2,,12,5,4,1,2,4,1,,44,5,4,1,14,,7,,5101,,2,13164,3,6816,2,5,4,4,10,,5909,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
1950,121714,1,2,1,2,2,3,4,3,2,2,3,3,2,2,3,2,2,3,4,5,2,1,4,2,3,2,4,2,2,3,2,2,3,3,3,3,3,4,,4,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,4,2,39,1,,1,,8915,,8,,,,,,1,2,,,2,2,,8,4,2,2,2,4,1,,10,6,2,2,,,,,,,3,23324,5,5000,1,5,4,4,3,,7105,3,,,,25,1,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,
1950,121718,1,1,1,1,4,4,4,4,4,1,4,4,1,1,2,1,1,3,5,5,2,3,4,4,1,4,2,2,4,4,2,3,2,2,4,3,4,4,1,1,1,1,4,1,3,3,3,3,2,2,3,3,4,1,3,2,2,71,1,,6,,,,,,,,,,,,,,2,2,,9,4,4,1,1,4,1,,47,1,6,1,,,,,,,2,,,,,5,1,1,11,,2505,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
1950,121719,1,1,2,2,2,2,4,3,2,2,3,4,1,2,3,2,1,2,4,5,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,2,30,1,,10,,5601,,5,,,,,1,,2,,1,2,2,,9,4,2,2,2,2,2,,90,6,4,1,10,,1,,4603,,3,56000,11,28000,6,5,3,3,10,,8919,11,,,,5,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
1950,121741,1,2,1,1,1,3,3,1,1,1,1,1,2,3,3,2,1,2,2,5,3,4,2,2,1,2,4,2,2,2,1,1,2,4,5,2,4,2,1,3,3,4,2,1,2,2,4,2,1,1,3,2,3,2,1,1,2,78,5,2,7,,1301,,1,,,,,,,1,98,6,2,2,,12,5,2,2,1,2,2,,44,1,4,6,,,,,,,,9692,2,9692,2,5,1,1,15,,2219,15,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121749,1,2,2,2,3,3,4,4,4,2,2,2,1,1,1,1,2,2,5,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,5,2,5,5,2,1,2,1,5,3,3,3,1,1,1,1,2,3,2,4,4,2,2,53,1,,1,42,6301,,6,,,,3,2,,2,,8,1,2,,10,4,4,1,1,4,1,,90,6,2,1,10,,8,,2805,,2,21788,5,16328,4,5,4,4,10,,5605,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
1950,121750,1,2,1,2,2,3,4,4,2,2,2,2,2,3,3,3,1,3,4,5,3,4,4,3,3,2,3,2,3,4,2,3,3,2,3,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,2,47,1,,1,40,2605,,2,,,,3,2,,1,2,4,2,2,,16,6,2,2,2,3,5,,44,5,4,1,15,,1,,2405,,4,77760,13,38760,8,5,3,3,10,,4103,14,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,121756,1,2,2,3,2,3,3,2,2,,3,3,2,2,2,2,,4,4,4,3,,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,3,3,,3,3,3,3,2,2,2,2,2,2,2,2,2,4,2,40,1,,,,8919,,8,,,,,,,2,,8,,2,,10,4,2,2,3,2,2,,43,6,4,1,,,,,,,4,10140,3,10140,3,5,1,1,10,,8199,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,
1950,121759,1,2,1,1,1,4,4,3,1,1,4,4,1,1,1,1,1,3,3,5,3,5,1,1,3,2,3,3,2,5,1,1,1,1,4,3,5,5,1,4,4,2,3,1,3,2,4,1,1,1,3,4,4,1,3,5,2,18,5,2,6,,,,,,,,,,,,,,2,1,12,12,5,3,4,3,4,1,,44,4,4,,,,,,,,3,,,,,5,6,6,14,,1401,15,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,
1950,121763,1,2,2,2,2,3,3,3,2,2,3,2,2,3,3,4,,2,5,5,3,4,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,3,,3,3,3,4,2,3,3,3,2,2,2,2,2,3,2,2,4,1,74,1,,,,9004,,9,,,,,,,2,,4,2,2,,6,3,2,2,2,2,2,,47,4,2,1,,,,,,,2,5616,2,5616,2,5,6,6,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1950,121773,1,2,1,1,3,3,4,4,1,1,1,1,1,4,4,4,1,2,5,4,1,5,4,,1,5,,,5,5,,,4,1,5,2,4,5,1,1,1,1,5,,,,3,2,2,2,,2,4,1,2,2,1,,1,,6,,2803,,2,,,,,,,1,,,2,1,12,9,4,,,1,7,96,,44,3,2,1,11,,1,,,,2,25000,5,,,5,1,1,,,1601,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,121775,1,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,1,2,5,5,3,4,2,2,2,2,2,2,2,4,2,2,2,2,5,2,4,4,1,1,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,49,1,,3,40,4409,,4,,,,,1,1,1,,1,2,2,,8,4,4,1,3,6,95,,92,1,2,1,12,,2,,2603,,3,130000,16,90000,14,5,1,1,6,,9004,6,,,,25,1,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,
1950,121778,1,2,2,2,2,4,4,,2,2,2,2,2,3,4,3,1,2,5,5,2,4,3,3,2,2,3,2,2,4,2,2,3,2,3,3,4,3,1,1,3,3,3,1,2,3,3,2,2,2,2,,3,2,2,2,1,28,5,2,6,,7203,,7,,,,,2,,2,,5,2,2,,12,5,4,1,3,4,1,,90,5,4,2,,,,,,,2,5000,1,5000,1,5,1,1,11,,4601,11,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,121779,1,1,2,2,2,2,4,3,4,4,2,2,1,1,1,1,2,2,4,3,3,1,2,1,2,2,2,1,1,4,1,1,1,1,2,1,4,2,1,1,2,3,3,2,2,2,2,1,1,1,1,3,1,1,2,2,1,34,1,,1,40,5301,,5,,,,3,2,,1,5,5,2,2,,10,4,2,2,1,2,2,,44,6,2,1,,,,,,,3,33000,7,33000,7,5,4,4,12,,1401,11,,,,15,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,
1950,121793,1,2,1,1,1,3,4,4,2,2,2,2,1,1,1,1,2,2,5,5,2,2,2,2,3,3,4,2,3,4,1,1,1,1,5,2,2,4,2,1,2,3,5,1,2,2,3,2,1,1,2,2,2,2,2,2,2,46,3,2,2,10,5000,,5,,,,3,2,,2,,7,2,2,,11,5,2,2,3,3,4,,90,6,1,2,11,,8,,4409,,3,14360,3,14360,3,5,1,1,6,,3905,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
1950,121795,1,2,2,2,2,3,4,3,3,3,3,3,1,1,1,1,1,4,5,5,3,3,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,4,3,3,3,3,2,1,1,1,2,4,2,2,3,1,61,1,,1,30,1401,,1,,,,,1,96,2,,1,2,2,,4,2,4,3,3,2,2,,10,4,2,1,,,,,,,3,,,,,,,,3,,8201,3,,,,4,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
1950,121798,1,1,2,2,4,4,4,4,2,2,4,4,1,3,3,1,2,2,5,5,3,3,2,2,2,2,3,2,2,5,3,2,2,3,2,2,3,3,1,1,3,3,3,1,1,1,3,2,2,2,2,2,3,2,2,2,2,61,1,,7,,,,,,,,,,,,,,2,2,,8,4,2,2,2,2,2,,44,6,4,1,10,,7,,2400,,2,25424,6,,,5,4,4,10,,,10,,,,2,1,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
1950,121800,1,2,1,2,2,3,4,4,2,2,2,2,1,3,4,2,1,,5,5,1,5,4,2,2,4,2,2,,5,2,2,2,2,3,3,4,4,2,3,3,4,3,3,3,3,3,2,2,2,3,3,3,,3,3,2,34,1,,2,20,3401,,3,,,,3,2,,2,,2,2,2,,13,5,4,1,3,4,1,,10,3,4,1,14,,1,,3905,,4,41844,9,15644,4,5,5,5,11,,1401,6,,,,2,1,,,,,,,,,,,,,,,,,,,,,3,2,1,,,,,
