V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141
1490,101490,1,1,1,1,2,2,2,4,4,3,3,4,2,2,4,2,1,1,1,1,2,2,4,4,2,2,2,4,2,2,4,3,4,4,4,4,4,1,3,2,2,1,1,2,1,1,3,1,2,2,3,2,2,3,3,2,1,2,1,2,4,1,3,3,3,3,3,3,4,3,4,4,2,3,1,3,1,2,4,3,1,2,1,2,2,4,3,3,3,1,1,3,2,3,3,2,2,2,3,1,1,1,1,4,2,21,2,5000,,3,2,2,1,2,44,2,,1,10,9,3,9,3,1,,23,9,2,2,44,5,2,1,4701,,,4,1,100000
1490,101490,1,2,1,1,1,1,1,4,4,3,2,4,1,2,4,1,1,4,4,3,1,4,4,4,1,2,3,5,1,2,3,3,3,4,2,3,5,1,3,3,4,1,1,4,3,2,3,3,3,3,3,2,2,3,3,3,1,2,1,2,3,1,3,4,2,4,5,4,4,4,3,2,1,1,4,3,1,4,3,2,5,2,3,3,3,5,5,3,4,1,1,3,3,3,3,3,2,3,3,2,3,1,2,3,4,,,6401,,,,,1,2,35,2,1,1,10,9,3,10,3,1,,28,1,4,1,96,5,4,1,5901,,,3,4,100000
1490,101490,1,2,2,2,4,4,2,4,4,4,2,4,4,2,4,4,1,1,1,1,1,,,,1,1,2,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,2,2,2,2,4,3,2,4,2,1,1,1,1,2,1,1,1,,,,4,2,1,3,3,1,3,1,2,1,5,1,2,2,2,3,1,1,1,1,1,1,1,,,,,,,,1,1,74,1,1,1,7,8,4,8,4,1,,20,6,2,2,44,5,1,2,2213,,,2,2,100000
1490,101490,1,2,1,2,1,1,2,4,4,3,3,3,2,4,4,3,1,2,3,3,1,2,3,4,2,2,3,4,4,3,4,3,3,3,3,2,5,1,1,1,3,1,1,3,1,1,2,1,2,2,3,2,1,3,3,2,1,2,1,1,3,3,4,3,2,2,2,2,2,3,2,2,2,4,1,2,1,1,5,1,2,2,3,2,2,5,4,2,2,2,1,3,2,1,3,3,2,3,3,2,1,1,2,3,3,60,2,8401,,2,2,2,1,2,24,1,1,5,15,11,5,,,1,,31,31,4,1,40,3,2,,,,,4,1,100000
1490,101490,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,1,2,53,1,1,1,,10,4,9,3,1,,,,2,2,96,5,,,5103,,,2,2,100000
1490,101490,1,1,1,2,1,1,1,3,4,4,1,3,1,1,4,3,1,2,3,2,2,2,3,4,1,2,2,2,2,3,4,3,4,3,4,4,4,1,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,4,2,3,4,4,4,4,2,2,4,3,2,3,4,2,3,2,4,3,3,2,2,3,2,3,4,4,3,3,1,2,3,3,1,1,3,2,3,2,2,2,1,2,3,2,8,2,2219,,2,2,2,1,2,73,1,1,1,7,10,5,11,5,1,,28,14,4,1,47,4,4,2,,,,4,1,100000
1490,101490,1,2,1,2,1,1,3,4,4,4,4,4,4,3,3,3,1,2,4,1,3,3,4,3,1,1,3,5,2,2,4,3,4,4,5,4,5,1,3,1,4,1,1,3,1,1,1,2,2,2,2,2,2,2,2,3,2,2,1,3,5,3,2,4,4,1,4,4,2,3,5,5,4,2,3,2,2,2,4,3,1,1,2,3,3,5,5,2,2,1,1,3,1,2,2,3,3,3,4,,2,2,2,3,4,30,2,5301,,2,2,2,1,2,46,2,1,1,9,9,3,12,5,1,,31,16,4,1,47,2,4,1,6501,,,4,1,100000
1490,101490,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,2,1,3,2,5,4,2,4,3,4,4,2,2,4,1,3,3,1,1,2,1,1,3,3,1,,3,2,2,2,3,3,2,2,2,1,2,2,1,2,5,5,2,5,5,2,2,4,2,2,2,2,1,1,4,4,2,1,2,2,3,2,5,2,1,3,2,1,3,2,3,3,3,3,3,3,1,1,1,2,4,3,40,2,3401,,3,1,1,1,1,27,2,1,1,7,13,4,18,8,1,,75,24,2,2,44,3,4,1,6101,,,2,2,100000
1490,101490,1,2,2,1,1,1,2,4,4,4,4,4,2,4,4,4,1,1,2,2,1,3,3,1,1,4,3,5,2,4,4,3,3,3,3,3,5,1,2,1,3,1,3,2,1,1,3,2,1,2,2,2,2,3,3,3,2,2,1,1,4,2,2,4,3,3,4,2,3,2,3,2,2,2,2,2,2,4,2,3,3,1,3,3,2,4,4,2,,1,1,2,3,2,2,2,3,3,4,2,2,1,1,3,3,40,2,2705,,3,1,2,1,2,55,1,,1,2,19,8,11,5,1,,43,43,2,2,44,5,4,1,5101,,,2,2,100000
1490,101490,1,1,1,2,1,1,1,2,4,1,1,1,1,3,3,2,2,3,3,3,4,4,4,4,1,1,2,1,2,1,2,3,4,4,1,3,4,1,1,,1,1,1,1,1,3,2,1,3,3,2,2,2,3,3,2,1,2,1,1,4,1,,4,,2,5,4,2,3,4,3,3,2,,4,3,3,2,1,1,3,2,5,2,3,1,1,5,2,,1,,1,1,2,2,2,2,2,1,1,3,2,2,,,2805,,,,,1,,,2,2,1,28,12,5,16,7,2,,25,21,6,97,96,5,4,2,,,,3,4,100000
1490,101490,1,2,1,2,1,1,2,4,4,2,1,4,1,1,4,1,1,1,2,3,1,1,2,3,2,3,2,3,2,2,2,4,4,3,3,3,5,1,1,1,3,2,2,3,2,2,3,1,2,2,2,2,2,2,3,2,2,2,1,4,4,2,2,4,4,4,4,2,5,4,3,2,2,2,2,2,1,4,3,3,2,3,2,4,3,4,4,2,4,1,2,1,3,2,3,3,3,2,2,1,1,2,2,2,2,37,2,3201,,3,1,1,1,1,36,1,1,1,9,13,4,9,3,1,,31,30,4,1,96,5,4,2,6301,,,4,1,100000
1490,101490,1,2,1,2,1,1,1,4,4,3,1,3,1,2,4,3,1,3,3,1,1,4,4,3,1,1,3,5,2,1,2,3,4,4,3,3,3,1,1,1,2,1,2,3,2,1,3,2,1,3,2,2,2,2,2,3,1,2,1,1,5,2,2,4,5,2,5,4,2,3,4,5,5,1,3,1,2,5,5,3,2,3,2,5,3,5,4,3,3,1,2,4,3,2,2,3,3,3,4,3,1,2,2,3,4,50,2,2605,,2,1,2,1,2,41,1,1,1,9,18,8,15,7,1,,,,4,1,43,4,4,1,,,,4,1,100000
1490,101490,1,2,2,1,1,1,3,4,4,4,1,4,2,4,4,3,1,1,1,1,1,1,1,1,1,2,3,5,3,3,5,3,3,3,4,4,5,1,5,1,2,1,1,2,3,1,3,2,2,2,3,2,2,3,3,3,1,2,1,1,5,2,2,3,4,4,4,4,4,3,4,3,4,1,3,1,1,4,5,4,2,2,2,2,2,4,4,2,1,1,1,4,1,1,1,3,3,3,4,3,3,2,2,3,4,,2,1201,,3,1,2,1,2,59,1,1,1,9,13,4,14,6,1,,31,20,4,1,44,1,4,2,2401,,,4,1,100000
1490,101490,1,2,2,2,1,1,1,3,4,1,1,2,1,1,2,1,1,4,4,3,2,4,4,4,1,1,1,2,1,1,2,3,4,3,4,4,4,1,3,3,1,1,4,1,3,1,2,1,1,2,3,2,2,3,3,3,2,2,1,1,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,4,1,2,4,2,2,2,2,3,3,4,2,2,4,2,3,2,3,1,3,3,3,3,2,2,2,2,2,3,3,30,2,2400,,3,2,1,1,1,39,1,1,5,15,15,7,,,1,,28,28,2,2,44,4,4,,,,,2,2,100000
1490,101490,1,2,1,2,1,2,2,3,4,3,2,3,1,2,3,1,1,2,2,3,1,2,2,3,1,3,3,5,2,3,3,3,3,3,3,3,5,1,2,2,2,1,2,2,3,2,2,1,1,1,2,2,1,2,3,3,2,1,1,3,4,2,2,4,4,3,4,3,4,3,2,4,4,2,2,2,2,4,4,,2,2,2,2,3,4,3,1,2,1,1,4,2,2,3,3,3,3,3,3,2,2,2,3,4,40,2,2701,,3,1,2,1,2,24,1,1,5,1,16,7,,,1,,23,23,4,1,44,4,4,,,,,4,1,100000
1490,101490,1,2,1,2,1,1,2,4,4,4,4,4,4,4,4,4,1,2,2,2,1,2,2,2,1,2,3,4,3,2,2,4,4,4,2,2,4,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,3,3,3,2,2,2,2,4,4,3,4,4,4,4,4,2,3,2,2,2,1,2,1,1,4,4,3,3,2,2,4,3,4,2,2,2,1,2,4,1,3,2,3,3,3,4,2,2,2,2,2,3,,,5101,,,,,1,2,56,2,1,1,2,12,5,12,5,,,53,12,4,1,47,4,4,,2799,,,4,1,100000
1490,101490,1,2,2,2,1,1,2,4,4,4,2,4,4,2,4,2,1,1,1,1,1,4,4,4,1,2,2,4,2,4,4,3,4,4,4,4,4,1,3,2,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,2,2,2,1,2,2,2,4,4,2,2,4,2,1,4,2,4,2,2,2,2,2,4,2,3,2,2,3,3,3,3,4,3,3,1,2,3,3,2,1,3,2,3,3,2,2,1,2,2,3,,,3905,,,,,1,2,71,1,2,1,7,13,4,9,3,1,,13,8,4,1,10,1,4,2,,,,4,1,100000
1490,101490,1,1,1,2,2,2,3,4,4,2,2,3,3,3,3,3,1,2,4,3,1,4,4,4,1,1,2,5,1,2,2,3,3,3,2,3,5,1,2,1,3,1,1,1,1,1,2,1,1,1,3,2,2,3,3,2,3,3,1,1,1,2,2,2,2,2,5,5,2,4,4,3,3,2,1,2,2,3,4,1,1,2,2,1,2,3,3,2,4,2,3,4,2,3,2,2,3,2,2,2,2,2,2,2,2,54,2,1599,,3,1,1,1,1,33,1,1,1,9,11,5,11,5,1,,50,40,2,2,41,4,2,1,3401,,,2,2,100000
1490,101490,1,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,3,2,3,3,3,3,1,1,1,3,1,3,3,1,2,1,1,1,2,3,2,3,3,3,2,1,3,1,1,4,3,3,3,4,4,4,4,4,4,4,2,2,4,2,3,2,2,2,3,2,2,3,3,2,2,5,3,3,1,3,3,3,2,2,3,3,3,2,1,1,1,2,2,2,,1,,,,,,1,1,42,1,2,1,13,8,3,,,1,,17,11,2,2,10,4,2,2,,,,2,2,100000
1490,101490,1,2,2,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,1,3,3,4,1,1,4,1,5,1,5,1,1,5,1,1,1,1,1,2,3,2,3,3,2,3,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,4,,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,,,,,,,,1,2,55,2,,1,8,9,3,,,,,,1,2,2,10,4,2,1,4300,,,2,2,100000
1490,101490,1,2,1,2,1,2,2,4,4,4,3,4,3,4,4,4,1,4,4,2,1,4,4,3,1,3,3,4,2,2,4,3,4,4,1,3,4,1,1,1,1,1,1,2,2,1,2,1,1,1,3,2,2,3,3,2,2,2,1,4,5,2,2,4,4,2,4,4,4,4,5,2,2,2,2,3,2,1,4,3,3,2,2,3,2,5,3,1,2,2,2,3,4,1,1,2,2,2,2,1,1,1,1,2,2,,,,,,,,1,2,33,2,1,1,9,11,5,10,4,1,,28,1,6,97,44,4,2,1,5999,,,2,2,100000
1490,101490,1,2,1,2,1,1,1,4,4,3,2,4,1,1,4,2,1,2,2,2,1,2,2,2,1,3,3,4,2,4,5,3,4,4,2,3,4,2,1,3,3,2,2,3,3,3,1,2,2,2,2,2,2,3,3,3,1,2,1,2,4,5,4,2,3,2,2,2,2,3,3,4,4,2,2,3,1,4,3,2,4,3,3,2,3,5,4,1,3,1,2,3,3,2,2,3,3,3,4,4,2,1,2,3,4,48,2,1307,,3,1,1,8,2,39,1,2,1,10,14,6,11,5,1,,55,42,4,1,47,4,4,1,5103,,,4,1,100000
1490,101490,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,2,2,4,1,1,3,4,1,1,4,3,2,1,1,1,1,2,2,3,3,3,3,1,2,3,5,5,3,3,3,3,3,3,4,5,4,4,4,4,2,1,4,2,1,1,3,2,3,3,2,3,3,4,2,2,2,1,2,2,3,3,2,2,3,2,1,1,2,2,3,1,45,2,3207,,3,1,2,1,2,24,1,6,5,16,12,4,,,1,,19,19,4,1,10,1,4,,,,,4,1,100000
1490,101490,1,2,1,2,1,1,1,4,4,2,1,2,1,1,3,2,1,2,2,3,1,2,2,3,1,3,3,4,4,4,4,3,3,3,4,4,4,1,3,3,3,3,3,3,3,3,2,1,1,2,2,2,2,3,3,3,1,2,1,2,2,2,3,4,3,3,4,3,2,3,4,4,4,2,3,2,2,3,2,3,2,2,2,3,2,3,3,2,3,1,2,3,2,1,1,3,3,3,3,3,3,2,3,3,3,40,2,3501,,3,1,1,1,1,33,1,6,1,9,14,6,11,5,1,,43,27,4,1,44,4,4,1,6605,,,4,1,100000
1490,101490,1,2,1,1,2,3,2,4,4,3,4,4,2,3,3,2,1,3,3,2,2,4,4,3,1,2,2,2,3,2,4,3,3,4,2,2,3,1,1,1,3,1,1,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,2,2,4,4,4,2,4,3,2,3,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,4,2,2,2,1,2,2,3,2,2,2,2,2,2,1,1,2,2,3,2,38,2,7303,,3,2,2,1,1,32,1,4,1,9,8,3,10,3,1,,14,14,2,2,43,4,2,2,5601,,,4,1,100000
1490,101490,1,2,1,2,2,2,2,3,4,4,2,2,2,3,3,3,1,3,3,1,1,4,4,4,1,1,3,4,2,2,4,3,3,3,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,3,1,3,2,4,3,3,3,3,2,2,3,3,2,2,3,1,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,2,2,2,3,2,1,1,2,3,,40,2,8201,,3,2,2,1,2,47,1,4,1,10,8,3,9,3,2,,17,1,2,2,44,4,2,1,6505,,,2,2,100000
1490,101490,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,,,,4,,,,4,1,3,3,2,1,4,4,1,2,3,2,2,4,1,3,2,3,2,4,4,4,2,3,1,1,2,2,3,3,3,3,3,2,2,1,1,4,2,2,4,4,2,4,4,2,4,4,1,1,1,3,1,2,4,4,,2,,3,3,,4,4,2,2,2,1,2,1,2,2,3,2,2,,2,2,2,2,3,3,,,,,,,,1,2,,2,1,1,7,9,3,,,1,,,3,4,3,47,3,4,,,,,4,3,100000
1490,101490,1,2,1,2,1,1,1,4,4,2,4,4,1,4,4,1,1,1,4,2,1,1,4,4,1,2,2,2,2,4,2,3,2,4,4,4,4,1,2,2,2,2,4,2,2,2,3,1,1,1,2,2,2,2,3,3,2,2,1,4,4,4,4,2,2,4,2,2,2,2,4,4,4,1,2,1,1,4,4,5,1,3,3,3,3,4,3,2,2,2,2,3,1,1,3,3,3,3,3,3,1,1,1,1,2,38,2,3207,,3,2,2,1,2,29,1,3,1,7,13,4,11,5,1,,30,18,4,3,10,1,2,1,1303,,,4,3,100000
1490,101490,1,2,1,2,1,1,2,4,4,2,1,1,2,4,1,,1,1,1,1,1,1,2,4,1,1,1,5,1,1,1,3,3,3,5,5,5,1,3,1,3,3,1,3,1,1,1,2,3,2,3,2,2,3,3,3,2,2,1,1,1,1,3,,3,3,3,4,3,2,3,1,1,1,1,1,1,1,1,3,3,1,2,1,2,2,5,,1,2,1,2,2,1,1,3,3,3,4,1,1,1,1,1,4,,,,,,,,1,2,64,1,5,1,7,8,4,10,3,1,,,,4,1,43,4,,2,,,,4,1,100000
1490,101490,1,2,1,2,2,3,2,4,4,4,2,3,3,4,4,4,1,,,,2,,,,1,2,2,2,1,2,2,2,2,4,2,2,,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,3,3,2,2,2,1,5,2,2,2,4,4,4,4,3,4,4,4,2,2,3,2,3,2,,2,3,2,3,2,2,2,3,3,3,3,2,2,3,2,,,,,2,1,2,1,1,2,2,2,,,,,,,,1,2,25,1,4,5,7,9,3,,,2,,3,3,2,2,10,5,2,,,,,2,2,100000
1490,101490,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,,1,2,4,2,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,1,1,1,1,1,5,5,1,5,3,2,1,2,2,2,1,1,1,1,1,5,2,2,2,2,1,2,3,3,,3,2,1,2,5,1,3,3,3,3,1,1,1,1,1,2,1,,,,,,,,1,2,62,2,5,1,8,4,1,,,1,,,,2,2,10,1,2,,,,,2,2,100000
1490,101490,1,2,1,1,2,2,3,4,4,4,4,4,1,4,4,1,1,1,1,3,1,3,3,1,1,2,3,,1,2,2,3,4,4,2,3,3,1,3,1,2,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,1,4,4,4,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,4,3,2,2,2,3,2,3,3,2,2,2,2,4,3,2,2,3,2,3,3,2,1,1,1,2,3,,,4805,,,,,1,1,79,1,4,2,1,11,5,,,1,,5,5,2,2,90,4,2,,,,,4,1,100000
1490,101490,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,1,1,1,5,3,3,4,1,2,5,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,3,3,3,2,2,1,5,5,1,1,1,5,2,5,5,2,5,5,1,1,1,1,1,1,1,5,1,1,1,1,3,1,5,3,1,1,2,1,3,1,2,2,2,2,2,1,1,1,1,1,4,4,9,2,8919,,3,2,2,1,1,49,2,4,1,8,10,3,8,3,1,,10,2,2,2,44,5,2,1,7107,,,2,2,100000
1490,101490,1,2,2,1,1,1,1,4,4,2,4,4,4,4,4,4,1,1,1,1,3,3,3,3,1,2,3,5,2,4,4,3,3,3,4,4,4,1,4,2,3,1,2,3,4,2,3,3,1,3,2,2,2,2,3,3,2,2,2,2,4,2,3,4,4,3,4,2,2,4,3,4,4,2,4,2,2,4,4,3,2,3,3,3,4,4,5,2,2,1,1,3,2,3,3,3,3,3,4,3,2,2,2,3,4,,,2400,,,,,1,2,81,2,6,2,1,14,6,,,1,,,,4,3,41,4,4,,,,,4,3,100000
1490,101490,1,1,1,,1,,3,3,4,3,1,4,4,1,4,4,1,2,4,1,1,4,4,4,1,1,2,3,3,2,3,4,4,3,3,3,3,1,1,1,4,1,1,3,1,3,3,3,1,2,3,2,3,2,3,3,1,2,4,1,1,3,1,3,5,5,5,5,4,3,4,3,1,1,2,2,1,1,1,,1,1,1,1,1,1,5,1,3,1,,,,1,1,1,2,3,2,1,1,1,1,1,1,,,,,,,,1,2,48,2,,4,4,8,3,,,1,,,,2,2,44,4,2,,,,,2,2,100000
1490,101490,1,2,1,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,,4,4,4,4,2,2,2,3,2,2,3,3,4,4,2,2,4,1,2,1,3,2,2,3,2,1,2,1,1,1,2,2,3,3,3,3,2,2,1,2,2,2,2,4,4,4,4,3,3,3,4,3,3,2,3,3,2,2,4,3,2,2,2,2,3,3,5,2,4,1,3,3,3,2,2,3,2,3,3,2,1,3,2,2,3,,,6301,,,,,1,,42,2,2,1,10,8,3,8,3,1,,19,1,2,2,10,4,2,1,7105,,,2,2,100000
1490,101490,1,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,4,4,1,2,2,2,1,2,3,2,3,2,3,3,4,1,3,1,3,1,1,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,1,3,1,1,3,3,4,4,3,3,1,3,5,2,2,1,3,3,2,2,5,3,1,1,1,2,1,3,3,,,,,,,,,,,,3,1,1,1,2,2,1,,,4911,,,,,1,2,57,2,,1,8,8,3,10,4,1,,31,12,4,1,10,1,2,1,5301,,,4,1,100000
1490,101490,1,2,2,1,1,1,2,4,4,4,3,4,3,1,3,3,1,3,3,3,4,4,4,4,1,1,3,4,2,2,2,4,4,4,2,2,4,1,4,3,3,1,1,1,3,2,1,1,1,1,2,2,2,3,3,3,3,2,1,4,2,2,2,4,2,4,4,4,2,4,4,4,2,2,2,2,2,2,2,,2,2,2,3,2,3,5,1,4,2,2,3,3,3,3,3,3,3,3,2,1,1,2,2,2,,,5103,,,,,1,2,40,2,3,1,9,9,3,8,3,1,,,1,2,2,44,4,2,1,5301,,,2,2,100000
1490,101490,1,2,2,2,2,2,2,3,4,3,3,4,2,2,4,2,2,2,2,2,2,4,4,4,1,2,2,2,2,2,3,3,4,3,3,3,3,1,1,1,3,1,1,2,2,1,3,1,1,2,3,2,2,3,2,3,2,2,1,2,1,2,2,4,4,3,3,3,2,2,3,2,2,3,2,2,1,3,3,2,2,2,2,4,3,5,4,2,2,2,2,1,3,2,2,2,2,2,1,1,1,1,1,1,1,,,4409,,,,,1,2,71,1,,1,7,10,4,11,5,1,,,,2,2,52,4,2,2,4927,,,2,2,100000
1490,101490,1,2,2,2,1,1,1,3,4,3,4,,2,4,4,3,1,3,4,1,1,3,4,1,,1,2,1,1,1,1,3,3,4,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,3,2,2,1,3,2,1,2,4,4,4,4,2,3,4,4,2,2,4,1,3,2,2,3,2,2,2,2,2,1,3,3,,3,2,1,3,3,3,3,3,3,3,2,2,2,1,2,2,2,,,,,,,,1,1,30,1,5,1,9,8,3,7,3,,,,,2,2,44,4,,2,,,,2,2,100000
1490,101490,1,2,1,2,1,2,2,2,4,2,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,4,2,1,1,4,2,1,4,4,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,,,2400,,,,,1,1,76,1,3,1,8,15,7,8,3,1,,37,28,2,2,44,3,2,2,,,,4,1,100000
1490,101490,1,2,2,2,2,2,3,4,4,4,4,4,4,3,3,3,1,1,1,1,1,3,3,2,2,3,1,2,2,2,3,3,3,3,3,3,4,1,1,1,3,3,2,3,3,1,3,1,1,2,3,2,2,3,3,3,2,2,1,1,3,3,4,4,5,3,4,2,2,3,3,1,1,2,2,4,2,4,4,4,3,3,4,2,3,4,5,2,3,2,1,1,4,1,1,2,2,2,2,1,1,1,2,2,2,,,4401,,,,,1,1,76,1,,1,7,8,4,9,3,2,,9,5,2,2,44,1,4,2,6301,,,2,2,100000
1490,101490,1,2,1,2,3,3,3,3,3,3,2,4,4,4,4,4,2,2,2,2,4,4,4,4,2,1,1,1,1,1,1,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,1,1,1,1,3,3,2,3,3,3,2,2,1,1,3,1,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,40,2,,,3,,2,1,2,40,1,4,1,9,6,2,11,5,1,,20,20,2,2,90,4,2,1,6501,,,2,2,100000
1490,101490,1,2,2,1,1,1,1,4,4,2,4,4,1,4,4,1,1,1,1,1,4,4,4,4,1,1,2,4,1,1,2,4,4,4,2,2,3,1,2,1,3,2,3,2,3,3,1,1,1,2,3,3,3,3,3,3,3,3,1,5,1,2,4,2,4,2,2,1,2,3,4,1,1,4,4,1,1,4,5,2,1,1,1,1,1,3,2,2,2,1,3,3,2,1,1,3,3,3,4,1,1,1,2,2,3,35,2,4503,,3,1,2,1,1,47,1,1,1,10,10,4,11,5,1,,23,23,2,2,43,3,2,1,5603,,,2,2,100000
1490,101490,1,2,1,2,1,2,3,3,4,4,4,4,3,1,1,1,1,1,2,2,1,1,2,3,1,1,3,5,1,1,3,3,4,4,3,3,5,1,1,1,3,1,1,3,2,1,3,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,3,4,4,4,4,4,3,1,1,2,2,2,2,2,5,5,3,3,3,4,5,5,5,2,1,1,1,1,1,1,1,3,3,3,3,3,1,2,2,4,4,,,6201,,,,,1,2,,1,3,1,7,6,2,8,3,1,,54,37,4,1,44,5,4,2,,,,4,1,100000
1490,101490,1,2,2,1,1,4,3,4,4,4,2,2,3,3,2,3,2,4,4,4,2,4,4,4,,2,2,2,3,2,2,3,3,4,3,3,4,1,5,4,,,2,2,2,2,3,1,3,2,2,2,2,3,3,2,1,1,3,4,2,4,4,3,4,4,4,4,5,3,3,3,1,2,3,3,3,3,2,4,3,3,4,3,4,2,5,2,2,2,2,4,3,2,3,3,2,3,3,1,3,3,3,2,2,,1,,,,,,1,2,,1,6,5,15,10,3,,,2,,5,5,2,2,44,4,4,,,,,2,2,100000
1490,101490,1,1,1,2,1,1,1,3,3,3,1,3,1,1,4,1,1,2,3,2,1,2,3,2,1,2,2,4,2,4,2,3,3,4,3,3,5,1,2,2,2,1,3,2,4,3,3,1,3,3,2,2,2,2,2,2,2,2,1,3,2,2,4,4,4,4,4,2,3,2,4,2,2,3,3,4,2,4,4,3,2,2,2,3,2,3,4,2,3,1,2,3,3,2,3,3,3,3,4,2,2,3,2,3,3,40,2,3401,,3,1,1,1,1,25,2,2,1,7,13,4,11,5,1,,43,22,4,1,90,5,4,1,8409,,,4,1,100000
1490,101490,1,2,2,1,2,3,1,2,4,2,2,3,1,2,3,2,1,3,4,1,1,4,4,1,2,1,2,2,2,2,4,3,3,3,2,2,4,1,1,2,4,2,2,3,3,2,3,1,1,1,2,2,2,2,3,2,2,2,2,2,4,1,2,5,5,5,5,5,4,4,5,2,2,2,2,4,2,2,4,1,1,1,1,2,1,4,5,1,3,1,2,3,4,2,2,2,2,2,2,1,1,1,2,2,1,38,2,5000,,3,2,1,1,1,30,2,3,1,7,13,4,11,5,1,,38,19,2,2,42,5,2,1,8999,,,2,2,100000
1490,101490,1,2,1,2,1,1,2,3,4,2,2,3,2,2,3,2,1,3,3,3,1,4,4,4,1,2,3,4,2,2,2,3,4,4,3,3,4,1,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,,2,1,2,2,2,3,1,1,4,4,4,4,3,4,4,4,4,4,1,2,2,3,4,4,3,2,3,3,4,2,4,5,1,3,1,2,3,2,3,3,3,3,3,3,2,1,1,2,3,2,24,2,4601,,,2,,1,2,50,1,2,1,8,13,4,9,3,1,,80,40,4,1,44,5,4,2,5301,,,4,1,100000
