V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141
1490,307351,3,2,2,1,2,1,2,4,4,4,4,4,4,4,4,4,2,4,4,3,2,4,4,4,1,2,2,3,2,4,4,3,4,4,2,3,4,1,2,1,4,3,2,1,2,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,3,3,2,2,2,3,3,3,2,2,2,3,3,1,2,1,1,1,2,2,,2,28,34,2,1,2,3,1,53,1,2,1,6,11,7,,,1,,11,11,4,1,10,5,4,1,49,3,,,,100000
1490,308553,3,2,2,2,1,1,2,4,4,,4,4,4,1,4,1,1,1,3,3,2,2,4,3,1,1,2,3,1,1,2,,4,4,3,3,4,1,3,1,3,3,1,2,3,1,2,1,1,,2,2,2,,3,2,2,2,2,4,2,1,1,2,2,2,2,2,2,2,2,4,2,2,1,2,1,1,4,2,2,3,3,3,2,2,4,1,2,2,3,3,2,,2,2,2,2,2,2,1,1,1,1,2,45,2,152,91,3,2,1,9,1,49,1,5,1,6,10,3,,,1,,7,,4,1,96,,2,2,,,,,,100000
1490,307042,3,2,2,2,1,1,3,4,4,4,4,4,4,4,4,4,1,4,4,1,2,4,4,4,1,3,3,4,2,2,4,3,3,3,2,2,4,1,3,1,3,3,2,1,2,2,1,1,1,1,2,2,2,2,3,3,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,4,1,3,3,3,2,5,2,3,5,2,3,1,3,3,3,1,2,3,3,3,1,1,1,1,1,2,2,50,2,5,66,3,1,2,2,2,51,1,4,1,6,11,3,,,1,,11,10,4,1,96,,2,1,23,3,,,,50000
1490,307158,3,1,1,2,1,1,1,3,4,4,3,4,3,4,4,4,1,2,3,4,1,3,4,4,1,3,2,1,2,2,1,3,4,4,2,2,4,3,2,1,3,2,1,3,3,1,4,1,1,3,2,3,2,3,3,3,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,4,1,4,1,1,1,4,1,1,1,3,1,4,1,3,3,2,4,2,4,2,2,2,1,1,2,2,1,1,1,1,2,2,1,39,2,114,35,3,1,2,3,1,29,1,4,1,4,10,6,,,1,,8,6,2,2,90,1,2,1,75,1,,,,100000
1490,307229,3,,1,2,1,1,1,3,4,3,2,4,2,2,4,2,1,3,3,2,4,4,4,4,,2,2,3,2,2,3,3,4,4,2,2,4,1,3,3,3,3,3,2,4,3,1,1,1,1,3,2,3,2,3,3,1,1,3,4,3,1,2,2,1,2,2,1,2,2,,4,4,4,2,2,2,1,3,2,1,3,1,4,2,2,3,3,2,2,3,,,2,3,1,3,3,2,2,1,1,1,1,3,36,2,46,91,3,2,1,3,1,27,2,3,1,4,11,6,,,1,,10,6,2,2,96,,2,1,6,3,,,,100000
1490,307296,3,2,2,1,1,4,3,4,4,4,2,4,2,3,4,2,2,4,4,4,4,4,4,4,1,1,3,4,3,2,4,3,4,4,2,3,3,1,3,2,2,2,2,2,2,1,2,1,2,3,2,2,2,3,3,,2,2,2,2,4,1,1,1,2,2,2,1,1,2,2,4,4,3,2,2,2,3,4,3,2,3,2,3,2,3,4,1,,1,1,,3,3,3,3,3,3,2,2,1,1,2,2,3,,,50,61,3,2,2,3,2,49,2,2,1,6,10,4,,,1,,,,4,1,44,3,3,1,57,3,,,,75000
1490,307462,3,2,2,2,1,1,1,,4,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,1,1,3,1,1,1,1,3,3,4,2,3,5,1,2,1,1,1,2,1,1,1,1,1,2,,2,2,2,3,3,2,2,2,1,1,1,1,1,2,1,,2,,1,1,2,1,1,,1,1,1,1,1,3,1,,1,5,1,5,3,,,2,1,,1,2,1,1,,1,1,1,1,1,1,1,1,,,,,,,,4,2,18,1,4,5,2,95,5,,,1,,3,,2,4,41,1,4,,,,,,,200000
1490,307627,3,2,1,2,2,2,1,3,4,4,4,4,3,2,3,2,2,3,4,2,4,4,4,4,1,1,3,4,2,1,4,3,4,4,,,,,,,,,,,,,1,1,2,2,3,2,3,3,3,3,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,4,2,1,2,4,4,3,3,4,1,2,1,2,,3,3,2,3,3,3,3,2,2,2,3,2,3,40,2,117,77,3,2,2,4,1,58,1,2,1,7,10,4,,,1,,10,9,6,97,44,5,2,1,46,3,,,,100000
1490,307635,3,,,1,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,,2,2,2,2,2,2,4,4,4,1,2,4,1,3,1,3,,1,1,2,1,2,1,1,1,,,,,,,,,,,,,1,,,2,2,2,1,2,2,3,2,3,1,4,1,3,3,,,,,,,,,,,2,3,,3,3,3,3,3,3,1,1,1,1,1,1,1,,,72,66,3,2,2,4,2,63,2,2,1,2,10,3,,,3,,2,,2,2,41,5,1,2,160,3,,,,100000
1490,307643,3,2,1,1,2,2,2,4,4,3,4,4,4,2,2,2,1,1,1,1,2,4,4,2,1,1,2,2,2,2,3,4,4,4,3,3,4,1,4,2,4,2,2,3,3,2,3,2,2,2,2,2,2,2,3,,2,2,4,3,1,2,2,1,1,1,1,2,1,1,2,4,2,5,3,2,2,2,1,3,2,4,3,3,1,2,4,,3,2,3,3,2,2,2,2,2,2,2,2,1,1,2,2,3,,,100,47,3,2,2,4,2,77,1,2,2,1,10,4,,,1,,1,,2,2,96,,2,,,,,,,100000
1490,307674,3,2,1,1,1,1,1,4,4,3,4,1,4,4,1,4,1,4,4,4,1,4,4,4,,4,2,5,3,3,3,3,3,4,3,3,3,1,,5,2,1,2,2,2,2,4,2,2,2,2,2,2,2,3,3,2,2,1,1,5,2,,2,2,2,2,1,2,2,,5,5,2,4,1,2,4,5,4,3,4,3,4,3,4,3,3,3,1,,,3,1,3,3,3,3,4,4,2,2,,,4,,2,140,50,2,1,2,5,2,41,1,4,1,6,10,5,,,1,,11,11,4,1,44,5,3,2,51,3,,,,100000
1490,307742,3,2,1,2,1,1,2,4,4,4,1,1,1,1,1,2,1,1,2,1,1,3,3,1,1,2,3,3,1,2,3,3,2,,5,4,5,1,5,1,3,3,2,2,3,1,4,1,2,2,2,2,2,2,,,,3,2,2,4,1,1,2,2,2,2,2,2,2,2,4,1,5,1,1,1,1,4,2,1,2,3,2,2,3,5,2,3,2,3,3,2,2,3,,3,3,2,1,1,1,2,,,,,50,96,3,2,1,5,2,62,2,2,1,2,12,3,,,1,,3,,6,97,50,1,2,2,5,3,,,,100000
1490,307915,3,1,,1,2,2,3,4,4,1,2,1,,2,,,2,4,4,1,1,4,4,1,2,2,2,4,2,,4,3,3,3,2,2,2,2,3,3,2,3,3,2,3,2,3,1,2,2,2,2,3,3,3,3,2,2,1,4,2,,,,2,,2,2,2,,,,,2,,,2,,4,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,39,2,102,45,3,2,2,6,1,24,2,4,1,4,11,3,,,3,,9,5,2,2,96,,2,1,137,3,,,,100000
1490,307922,3,2,,1,3,1,4,4,4,4,4,4,2,4,4,2,1,1,1,1,2,2,2,2,1,3,2,5,3,3,5,3,4,3,4,4,5,1,1,1,3,1,2,3,3,1,2,1,1,1,3,2,2,2,3,3,2,2,3,3,2,1,1,2,2,,2,1,1,2,1,4,4,3,2,3,2,3,3,3,2,3,2,2,3,4,3,2,3,2,2,3,,1,2,3,3,3,4,4,1,2,2,3,3,21,2,53,79,3,2,1,6,1,63,2,4,2,6,10,3,,,1,,,2,2,4,44,5,3,,,,,,,100000
1490,307977,3,2,2,2,1,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,1,1,3,2,2,2,3,3,3,3,3,3,4,1,2,1,2,1,1,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,,,,11,93,3,2,1,6,2,74,2,3,2,1,14,7,,,2,,4,,4,1,41,1,2,,,,,,,100000
1490,308017,3,1,1,2,1,1,1,1,,1,1,2,2,4,4,4,2,4,4,4,2,4,4,4,1,1,1,1,1,1,1,4,4,4,1,1,3,1,1,1,3,2,1,1,1,1,3,1,1,1,3,2,2,3,3,3,2,2,2,3,3,1,1,2,2,2,2,2,1,2,2,1,1,4,1,4,1,1,1,3,1,5,2,5,1,1,3,3,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,2,106,46,3,2,2,6,1,36,1,3,1,6,10,3,,,1,,7,,2,2,44,5,2,1,102,3,,,,66660
1490,308220,3,2,,1,1,1,2,3,4,3,,,,3,3,2,2,4,4,2,2,4,4,2,1,2,3,2,2,2,2,4,4,4,2,2,4,1,2,1,3,2,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,4,3,1,1,1,2,2,2,2,1,,2,2,2,4,2,3,2,3,4,2,1,2,2,2,2,2,3,3,,2,3,,3,1,1,1,,2,2,2,1,1,1,1,3,70,2,152,72,3,2,1,8,1,51,1,3,1,6,10,3,,,3,,9,7,2,2,41,5,2,1,46,3,,,,100000
1490,308230,3,2,1,2,1,1,1,3,4,4,1,4,2,1,2,1,1,1,1,1,1,3,3,1,1,3,3,3,2,2,4,3,3,4,1,1,4,1,5,2,3,1,1,2,2,2,3,1,2,2,2,2,2,2,3,3,1,2,1,2,3,1,1,2,2,2,2,2,2,1,1,4,2,4,2,2,2,2,4,3,2,4,1,2,2,4,3,1,1,2,2,3,3,2,2,3,3,3,2,2,2,2,2,1,2,38,2,49,83,3,2,2,8,2,44,2,3,3,6,10,4,,,1,,4,3,3,3,44,5,3,,,,,,,100000
1490,308348,3,1,1,2,1,1,1,3,4,1,1,2,1,1,2,1,1,3,3,2,1,4,4,3,1,3,2,4,2,2,2,3,3,4,3,3,4,1,2,3,2,2,4,3,3,2,2,1,1,1,2,2,2,2,3,2,2,2,2,4,5,1,2,2,,2,2,1,2,2,1,3,4,4,3,3,2,3,3,2,2,3,2,4,3,3,2,,,2,3,2,3,1,,3,3,3,4,3,1,1,2,1,2,15,2,17,93,3,2,1,8,2,34,1,1,5,3,13,6,,,2,,1,1,6,97,50,2,4,,,,,,,100000
1490,308375,3,1,1,2,1,1,1,1,4,1,1,1,1,4,4,4,1,4,4,2,1,4,4,2,1,1,1,1,1,1,1,4,2,5,3,3,3,1,3,2,3,2,1,1,1,3,1,1,1,1,2,2,2,2,3,3,1,2,4,5,2,1,1,2,2,1,2,2,1,1,2,5,2,4,1,3,1,1,1,2,1,3,1,5,1,1,5,,4,2,5,2,1,1,3,1,1,1,1,2,1,1,1,1,1,,,152,,3,2,1,9,2,76,1,3,1,2,10,3,,,3,,3,,2,2,96,,2,2,63,3,,,,100000
1490,308384,3,2,1,2,1,1,1,3,4,4,2,3,1,2,3,1,1,2,4,3,1,3,4,4,1,3,2,4,2,3,4,3,4,3,2,2,4,1,3,4,2,2,,2,3,3,2,1,1,1,2,2,2,3,3,3,1,2,2,2,4,1,1,2,2,2,2,2,2,1,,4,2,4,2,,1,4,2,3,2,3,2,4,2,3,3,3,3,2,2,3,3,2,2,,3,3,1,2,1,1,2,2,3,36,2,46,91,3,2,1,9,2,31,1,3,5,3,14,8,,,3,,5,5,3,3,96,,4,,,,,,,100000
1490,308485,3,2,2,1,2,2,3,4,4,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,1,3,2,4,4,4,4,4,4,4,3,3,4,1,4,1,4,3,4,3,3,1,3,1,1,1,3,2,2,1,3,1,2,2,1,1,4,1,1,2,2,2,2,2,2,2,2,5,5,4,3,3,2,3,4,2,2,2,2,2,3,3,4,3,3,1,2,3,3,3,3,3,3,3,4,2,4,3,2,3,4,50,2,34,34,3,1,2,9,2,31,1,3,1,5,10,5,,,1,,11,11,4,1,44,3,4,2,50,3,,,,100000
1490,308528,3,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,1,1,3,4,1,2,4,3,4,4,3,3,4,1,3,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,2,3,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,4,2,3,4,2,3,2,2,3,3,1,4,4,1,2,1,1,,2,2,2,2,2,2,4,1,2,1,3,3,1,48,2,36,67,3,1,2,9,2,64,1,4,1,2,11,3,,,3,,9,,,,44,3,4,1,49,3,,,,100000
1490,308529,3,1,1,1,1,2,1,3,4,2,,4,2,2,3,4,1,4,4,3,2,4,4,3,1,3,2,2,2,2,3,3,2,3,3,3,3,1,3,2,4,2,3,3,3,2,3,2,2,3,2,2,2,2,3,3,,,4,3,2,1,1,2,2,2,2,2,1,2,2,5,4,2,3,4,2,3,2,3,2,3,2,3,2,3,4,2,3,2,2,4,2,2,3,,3,3,3,1,1,1,2,2,1,,2,,91,1,2,1,9,2,59,1,4,1,4,10,3,,,3,,,7,3,3,96,,2,1,55,3,,,,100000
1490,308532,3,1,1,1,4,3,4,4,4,4,1,2,2,1,2,1,1,1,1,1,1,4,4,4,1,2,2,2,2,2,2,,4,4,2,2,2,2,2,2,4,2,2,3,1,1,,2,2,2,2,2,2,3,3,3,,2,1,1,3,1,1,2,2,2,2,2,1,2,2,4,3,4,2,4,2,3,3,3,1,4,2,3,1,2,5,1,3,2,3,,,2,2,,,2,2,1,1,1,2,1,1,,,68,99,1,2,2,9,2,54,2,4,1,4,10,3,,,3,,6,,3,3,44,4,2,1,140,3,,,,100000
1490,308566,3,2,1,1,1,1,1,4,4,4,4,4,4,3,3,3,1,2,2,3,1,2,2,3,1,3,2,2,3,3,3,3,4,3,2,3,4,1,3,2,3,1,3,2,2,1,3,1,1,2,2,2,2,3,3,2,2,2,2,4,5,1,2,2,2,2,2,,1,2,2,3,3,4,2,3,2,2,4,3,2,3,2,3,2,2,3,3,3,2,2,3,3,1,2,2,3,3,3,2,1,1,2,1,2,,,7,91,3,1,1,9,2,67,1,3,1,2,14,6,,,1,,11,,3,5,44,4,5,2,,,,,,100000
1490,308641,3,2,2,1,4,1,4,4,4,4,4,4,1,1,1,1,1,3,4,1,1,3,4,1,,4,3,4,2,2,5,3,3,4,4,5,5,1,5,1,1,1,5,1,4,1,3,1,1,2,3,1,1,3,3,1,1,1,5,2,2,1,1,2,2,2,2,2,1,,2,4,2,3,2,4,2,2,4,3,5,1,4,1,2,5,3,1,2,1,1,5,4,3,3,3,3,3,4,1,4,1,1,4,,,,137,34,3,2,2,9,2,26,2,3,1,4,11,4,,,1,,10,,4,1,41,5,3,1,116,3,,,,100000
1490,308667,3,2,2,2,4,2,4,4,4,,4,4,2,4,4,2,3,4,4,3,4,4,4,4,1,4,3,4,5,5,5,3,3,4,3,3,3,1,2,2,4,2,4,3,2,2,3,2,2,2,2,1,1,2,,3,1,1,2,4,4,2,1,2,2,2,2,2,2,2,1,3,3,4,1,3,2,2,4,2,2,2,2,4,3,3,4,2,1,1,1,4,3,2,2,2,3,3,2,1,2,2,2,3,4,,2,139,50,3,1,2,9,2,19,1,2,5,4,11,5,,,1,,,10,4,1,96,,,,,,,,,66660
1490,308843,3,2,2,2,2,2,4,4,4,4,2,3,1,4,4,2,1,2,1,1,2,3,3,3,2,4,2,5,4,2,5,2,4,3,4,3,5,1,5,1,3,2,4,2,2,2,3,2,1,2,2,2,1,2,3,1,1,1,4,1,4,1,2,2,2,2,2,2,2,2,2,4,4,2,3,3,3,4,4,3,2,1,1,5,4,5,4,3,3,1,1,4,3,3,3,3,1,3,4,1,2,2,2,4,3,,2,72,92,1,2,1,9,2,19,1,3,5,7,11,5,,,1,,7,2,7,96,90,1,4,,,,,,,75000
1490,309240,3,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,4,4,4,1,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,,3,3,2,3,2,2,3,3,,,2,1,3,1,1,1,2,2,2,2,2,1,2,1,5,5,1,1,1,1,4,2,1,1,3,2,4,1,2,5,1,1,2,2,,3,1,3,1,1,1,1,1,1,1,1,1,2,39,2,,91,3,2,1,11,1,51,1,5,5,3,10,3,,,3,,5,5,2,2,96,,,,,,,,,100000
1490,309260,3,2,1,2,1,1,1,4,4,3,4,4,4,2,4,4,1,1,1,1,2,4,4,1,2,2,3,5,2,2,4,3,4,3,3,3,4,1,3,1,4,3,2,1,5,1,2,2,2,2,3,2,1,3,3,3,2,3,1,2,3,1,1,1,2,1,2,1,2,2,1,3,4,3,2,1,1,4,2,2,1,1,2,2,3,4,3,1,1,2,1,3,3,1,3,3,3,3,4,3,1,2,1,3,4,,,,,,,,11,2,18,1,3,5,6,95,5,,,1,,11,,4,1,10,1,4,,,,,,,60000
1490,309276,3,2,2,1,1,1,2,4,4,4,4,4,2,4,4,2,1,2,3,1,1,3,4,1,1,3,2,2,2,2,2,4,4,3,2,2,4,1,3,1,1,1,3,1,3,1,1,1,1,1,2,2,2,3,3,2,2,2,1,1,4,,2,2,2,2,2,1,1,,2,4,1,3,1,2,2,3,2,3,2,2,1,1,1,4,3,1,3,2,1,3,2,2,2,2,2,2,3,1,1,1,2,2,1,36,2,11,93,3,1,1,11,1,32,2,4,1,6,14,8,,,1,,11,8,3,3,44,1,2,1,45,3,,,,100000
1490,309286,3,2,1,2,2,2,2,4,4,4,1,4,2,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,4,4,4,3,3,3,2,3,4,1,2,1,3,2,2,3,2,1,2,1,1,1,3,2,2,2,3,2,2,2,2,3,2,2,2,,1,,2,1,1,2,2,3,2,4,2,3,2,2,2,2,2,3,1,3,2,2,3,2,2,2,2,3,2,2,2,,3,2,1,1,1,1,1,1,1,23,2,46,64,3,2,2,11,1,32,2,3,1,6,14,6,,,1,,9,,2,4,96,,4,1,137,3,,,,100000
1490,309375,3,2,2,1,2,2,2,4,4,4,2,4,3,2,4,3,1,3,3,2,1,3,3,3,,1,3,3,4,4,4,3,4,4,3,3,3,1,3,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,1,2,,2,3,4,1,,,,,,1,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,,4,,,,2,3,3,2,2,2,2,2,3,2,2,2,2,2,3,,,46,81,3,2,2,1,2,25,2,5,1,5,12,6,,,1,,,,4,1,43,2,4,1,40,1,,,,100000
1490,309412,3,2,,2,2,2,4,2,4,4,1,4,1,4,4,4,1,4,4,1,1,4,4,1,2,4,2,3,,,,3,4,3,2,3,3,1,4,2,3,2,2,3,2,3,3,3,1,3,2,2,1,3,3,3,2,2,1,2,1,1,2,2,2,2,2,,,2,2,2,3,2,1,3,3,3,4,3,2,3,3,3,2,3,4,2,3,2,2,4,2,2,2,3,3,3,3,3,2,3,2,3,2,30,2,55,64,3,2,2,1,2,18,2,3,5,6,11,5,,,3,,,2,2,2,96,,,,,,,,,100000
1490,309430,3,1,2,2,1,1,1,3,4,3,2,4,2,3,4,3,2,2,3,2,2,2,3,2,1,3,2,1,2,3,4,3,3,3,3,3,4,1,2,2,4,4,3,3,4,3,3,1,1,2,3,2,2,3,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,3,2,4,1,3,2,2,2,3,2,3,2,4,2,2,4,2,2,1,2,3,3,1,3,2,3,3,2,2,2,2,2,2,2,38,2,46,81,3,2,2,1,1,21,1,3,1,4,12,6,,,2,,9,4,4,1,43,3,3,1,46,3,,,,100000
1490,309449,3,2,2,2,2,3,4,4,4,4,3,4,,4,4,3,1,4,4,1,1,4,4,1,1,3,2,2,3,3,4,3,4,4,2,3,4,1,4,2,2,2,3,2,1,1,3,1,2,2,2,2,2,2,3,2,,2,2,2,2,1,,2,2,1,2,1,1,1,2,2,2,3,2,2,2,4,3,,3,3,2,3,2,3,4,2,2,,1,4,3,2,2,2,2,2,2,1,1,2,2,2,3,,,13,25,3,1,2,1,2,75,2,1,5,1,12,6,,,1,,,,4,1,43,5,4,,,,,,,100000
1490,309468,3,1,1,,1,1,1,1,4,1,4,4,4,1,4,1,1,1,1,1,1,4,4,4,1,2,1,3,1,1,1,3,3,4,3,3,5,1,3,1,4,2,1,3,2,1,1,1,1,2,3,2,2,2,3,2,1,2,4,5,2,1,1,2,2,2,2,2,1,1,1,1,1,5,1,2,1,2,1,2,1,2,2,4,1,1,5,3,3,2,4,3,2,1,2,2,2,2,1,1,1,1,1,1,1,,2,152,72,1,2,2,1,2,61,1,1,1,2,10,3,,,3,,,,2,2,43,4,2,1,54,3,,,,800000
1490,309456,3,1,1,2,1,1,1,3,4,2,1,2,1,1,2,1,1,3,4,4,3,4,4,4,1,2,2,4,2,2,2,4,4,5,1,1,4,1,2,3,2,1,1,2,2,2,1,1,1,1,2,2,,3,3,3,2,2,1,2,3,1,1,2,2,1,2,2,2,1,2,3,2,4,1,3,2,2,3,1,1,3,1,5,1,2,2,2,4,2,3,2,2,1,3,1,3,3,2,2,1,1,1,1,2,40,2,19,47,3,2,2,1,1,34,1,1,1,4,13,7,,,1,,11,11,3,5,50,5,4,1,46,3,,,,100000
1490,309469,3,2,2,,1,2,1,4,4,2,2,4,2,2,4,2,2,4,4,4,2,4,4,4,1,3,2,2,4,4,4,3,4,4,2,2,4,1,1,2,3,3,3,3,3,2,2,1,1,2,2,2,2,3,3,3,2,2,2,3,4,1,1,2,2,1,2,2,1,2,2,4,2,5,1,1,1,3,4,3,1,3,1,3,2,2,3,3,2,2,1,2,3,2,2,3,3,3,2,2,1,1,2,1,2,,,,,,,,1,2,27,1,1,5,5,10,3,,,3,,,,6,97,10,5,2,,,,,,,75000
1490,309471,3,1,1,2,4,2,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,3,3,3,3,3,4,1,5,1,4,2,1,3,2,1,2,1,2,2,2,2,2,3,3,2,2,3,1,4,3,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,4,2,1,3,1,5,1,1,5,,,2,1,1,1,2,1,2,,,1,1,1,1,1,1,1,,1,117,95,3,2,1,1,2,46,1,2,5,3,10,3,,,3,,1,,6,97,96,,1,,,,,,,400000
1490,308473,3,2,1,1,2,2,2,3,4,4,2,4,2,2,3,2,2,3,4,3,3,4,4,4,1,,2,3,2,2,3,3,4,4,4,4,4,1,3,2,3,2,3,3,3,1,3,1,2,2,2,2,2,2,3,,,2,2,3,2,1,1,2,2,,2,,,,2,3,3,3,2,3,3,2,3,3,2,3,2,3,2,2,4,3,,2,2,4,3,3,3,3,3,3,3,1,2,2,2,3,4,39,2,45,64,3,1,2,9,2,50,2,3,1,4,10,3,,,3,,6,4,3,3,44,5,3,2,,,,,,100000
1490,308356,3,2,1,2,2,2,,4,,,1,,,,,4,1,3,,,2,,3,4,1,1,1,3,1,1,3,3,3,3,2,1,3,,3,1,,,5,,2,4,2,1,,,2,1,,3,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,2,3,1,,2,,,,2,3,3,3,3,1,2,1,2,3,2,1,29,2,16,95,3,2,1,8,1,47,2,2,1,6,11,5,,,1,,,5,2,2,44,1,3,1,98,3,,,,100000
1490,308550,3,2,1,2,2,4,2,4,4,3,2,4,2,3,4,2,1,2,3,,1,3,3,4,1,,2,2,3,3,2,3,4,,3,3,4,1,4,2,2,2,3,4,5,2,,1,2,2,2,2,2,3,3,2,1,2,3,3,3,1,,2,,,2,,,2,2,4,2,4,2,2,2,3,3,3,,3,3,2,2,,4,2,,,2,,,3,3,3,3,3,3,2,1,1,2,2,2,49,2,152,67,3,2,2,9,2,58,1,4,1,2,10,3,,,3,,6,,4,1,44,3,2,1,72,3,,,,100000
1490,307328,3,1,1,2,1,1,2,3,4,2,2,3,2,3,4,3,1,3,3,1,4,4,4,4,1,1,1,1,1,1,2,3,4,4,1,1,4,1,2,2,3,1,2,2,2,1,2,1,1,3,2,2,2,2,3,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,,4,2,2,2,2,2,2,2,3,2,3,2,3,2,1,3,1,3,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,19,2,70,96,3,2,1,3,2,40,2,3,1,4,10,3,,,3,,2,1,3,3,96,,2,2,,,,,,100000
1490,309427,3,2,2,2,1,1,1,4,4,4,1,4,2,2,4,4,1,2,2,1,1,2,2,1,1,3,3,4,2,2,3,3,4,4,3,,,1,3,3,4,2,3,3,4,2,,1,1,1,3,2,2,3,3,2,2,2,1,3,2,,,2,2,,2,,2,2,2,2,2,3,2,3,1,3,3,2,2,3,2,2,3,3,3,3,,,2,3,3,2,1,2,3,2,3,2,2,2,2,,3,60,2,63,66,3,1,2,1,2,25,1,3,1,4,11,5,,,1,,8,4,4,1,96,,4,1,39,3,,,,100000
1490,309032,3,2,1,2,1,2,2,3,4,3,4,4,4,3,4,3,1,2,3,3,3,3,3,2,1,3,2,3,3,3,2,4,2,4,1,2,3,1,2,2,4,1,1,1,2,2,1,2,2,2,2,2,3,3,3,2,2,2,1,1,4,1,1,2,2,2,2,2,2,2,1,5,1,3,1,3,1,2,5,3,2,3,2,2,2,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,47,2,122,79,3,2,1,10,1,30,1,2,1,5,11,3,,,1,,10,10,4,1,96,,2,2,74,3,,,,100000
1490,308542,3,2,2,1,1,1,3,4,4,4,2,4,1,3,4,2,1,4,4,4,1,4,4,4,,2,2,4,2,2,2,3,4,3,2,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,3,3,2,2,1,1,5,1,1,2,2,2,2,,2,2,,4,4,2,1,1,1,3,2,3,2,3,2,3,2,4,3,2,2,,3,3,3,2,3,3,3,3,,1,1,1,1,1,,,,46,81,3,2,2,9,2,31,2,4,1,5,14,7,,,1,,9,,4,1,44,3,3,1,38,3,,,,100000
1490,308530,3,2,1,2,3,2,4,4,4,4,4,4,4,4,4,4,1,2,4,3,1,4,4,4,1,3,2,1,3,3,4,3,3,3,4,3,4,1,4,2,3,2,2,2,3,2,4,2,2,2,2,2,2,3,3,2,1,2,2,2,2,1,1,,1,1,2,2,1,2,2,2,2,1,2,3,3,4,3,3,3,2,3,4,3,3,5,,3,1,1,3,3,2,3,3,3,3,4,2,1,1,2,2,1,,,68,99,3,2,2,9,2,68,2,4,1,2,10,3,,,3,,3,,4,1,96,,2,2,78,3,,,,100000
1490,308269,3,2,1,1,2,1,2,4,4,4,3,4,3,4,4,3,1,2,4,2,2,4,4,3,1,2,2,3,2,2,2,4,4,4,2,2,4,1,3,1,3,2,2,1,2,1,1,1,1,1,3,2,,2,3,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,4,4,4,1,3,1,3,2,3,2,3,2,4,3,3,5,3,3,,2,2,3,2,1,,3,3,2,2,1,1,2,2,2,38,2,16,95,3,1,1,8,2,49,2,4,2,4,10,7,,,1,,6,5,4,1,90,1,3,,,,,,,100000
